domain_domain_interaction	count_new	frequency	domain_1	domain_2	domain1_description	domain2_description
empty--Glyco_hydro_38	1	3.1675641431739e-05	empty	Glyco_hydro_38	NA	Glycosylhydrolasesfamily38N-terminaldomain
Folate_rec--Glyco_hydro_38C	2	6.3351282863478e-05	Folate_rec	Glyco_hydro_38C	Folatereceptorfamily	Glycosylhydrolasesfamily38C-terminaldomain
empty--Glyco_hydro_39	2	6.3351282863478e-05	empty	Glyco_hydro_39	NA	Glycosylhydrolasesfamily39
CAF1--Glyco_hydro_47	1	3.1675641431739e-05	CAF1	Glyco_hydro_47	CAF1familyribonuclease	Glycosylhydrolasefamily47
CCDC92--Glyco_hydro_47	1	3.1675641431739e-05	CCDC92	Glyco_hydro_47	Coiled-coildomainofunknownfunction	Glycosylhydrolasefamily47
COX7B--Glyco_hydro_47	1	3.1675641431739e-05	COX7B	Glyco_hydro_47	CytochromeCoxidasechainVIIB	Glycosylhydrolasefamily47
CRIC_ras_sig--Glyco_hydro_47	1	3.1675641431739e-05	CRIC_ras_sig	Glyco_hydro_47	Connectorenhancerofkinasesuppressorofras	Glycosylhydrolasefamily47
FCH--Glyco_hydro_47	1	3.1675641431739e-05	FCH	Glyco_hydro_47	Fes/CIP4,andEFC/F-BARhomologydomain	Glycosylhydrolasefamily47
empty--Glyco_hydro_47	20	0.00063351282863478	empty	Glyco_hydro_47	NA	Glycosylhydrolasefamily47
empty--Glyco_tran_10_N	3	9.5026924295217e-05	empty	Glyco_tran_10_N	NA	Fucosyltransferase,N-terminal
CK_II_beta--Glyco_tranf_2_4	1	3.1675641431739e-05	CK_II_beta	Glyco_tranf_2_4	CaseinkinaseIIregulatorysubunit	Glycosyltransferasefamily2
Coatomer_E--Glyco_tranf_2_4	1	3.1675641431739e-05	Coatomer_E	Glyco_tranf_2_4	Coatomerepsilonsubunit	Glycosyltransferasefamily2
empty--Glyco_tranf_2_4	1	3.1675641431739e-05	empty	Glyco_tranf_2_4	NA	Glycosyltransferasefamily2
empty--Glyco_transf_10	1	3.1675641431739e-05	empty	Glyco_transf_10	NA	Glycosyltransferasefamily10(fucosyltransferase)C-term
empty--Glyco_transf_11	1	3.1675641431739e-05	empty	Glyco_transf_11	NA	Glycosyltransferasefamily11
empty--Glyco_transf_18	1	3.1675641431739e-05	empty	Glyco_transf_18	NA	Glycosyltransferasefamily18
empty--Glyco_transf_21	1	3.1675641431739e-05	empty	Glyco_transf_21	NA	Glycosyltransferasefamily21
empty--Glyco_transf_22	2	6.3351282863478e-05	empty	Glyco_transf_22	NA	Alg9-likemannosyltransferasefamily
COG4--Glyco_transf_29	1	3.1675641431739e-05	COG4	Glyco_transf_29	COG4transportprotein	Glycosyltransferasefamily29(sialyltransferase)
CUB--Glyco_transf_29	1	3.1675641431739e-05	CUB	Glyco_transf_29	CUBdomain	Glycosyltransferasefamily29(sialyltransferase)
Collagen--Glyco_transf_29	1	3.1675641431739e-05	Collagen	Glyco_transf_29	Collagentriplehelixrepeat(20copies)	Glycosyltransferasefamily29(sialyltransferase)
DUF4498--Glyco_transf_29	4	0.000126702565726956	DUF4498	Glyco_transf_29	Domainofunknownfunction(DUF4498)	Glycosyltransferasefamily29(sialyltransferase)
FTO_CTD--Glyco_transf_29	1	3.1675641431739e-05	FTO_CTD	Glyco_transf_29	FTOC-terminaldomain	Glycosyltransferasefamily29(sialyltransferase)
empty--Glyco_transf_29	6	0.000190053848590434	empty	Glyco_transf_29	NA	Glycosyltransferasefamily29(sialyltransferase)
Arm--Glyco_transf_49	1	3.1675641431739e-05	Arm	Glyco_transf_49	Armadillo/beta-catenin-likerepeat	Glycosyl-transferasefordystroglycan
empty--Glyco_transf_49	1	3.1675641431739e-05	empty	Glyco_transf_49	NA	Glycosyl-transferasefordystroglycan
Ank_2--Glyco_transf_54	2	6.3351282863478e-05	Ank_2	Glyco_transf_54	Ankyrinrepeats(3copies)	N-Acetylglucosaminyltransferase-IV(GnT-IV)conservedregion
Ank_4--Glyco_transf_54	2	6.3351282863478e-05	Ank_4	Glyco_transf_54	Ankyrinrepeats(manycopies)	N-Acetylglucosaminyltransferase-IV(GnT-IV)conservedregion
DUF4592--Glyco_transf_54	1	3.1675641431739e-05	DUF4592	Glyco_transf_54	Domainofunknownfunction(DUF4592)	N-Acetylglucosaminyltransferase-IV(GnT-IV)conservedregion
empty--Glyco_transf_54	3	9.5026924295217e-05	empty	Glyco_transf_54	NA	N-Acetylglucosaminyltransferase-IV(GnT-IV)conservedregion
GAIN--Glyco_transf_64	1	3.1675641431739e-05	GAIN	Glyco_transf_64	GPCR-AutoproteolysisINducing(GAIN)domain	Glycosyltransferasefamily64domain
empty--Glyco_transf_64	5	0.000158378207158695	empty	Glyco_transf_64	NA	Glycosyltransferasefamily64domain
AAA_11--Glyco_transf_7C	1	3.1675641431739e-05	AAA_11	Glyco_transf_7C	AAAdomain	N-terminaldomainofgalactosyltransferase
DCB--Glyco_transf_7C	1	3.1675641431739e-05	DCB	Glyco_transf_7C	Dimerisationandcyclophilin-bindingdomainofMon2	N-terminaldomainofgalactosyltransferase
DcpS_C--Glyco_transf_7C	1	3.1675641431739e-05	DcpS_C	Glyco_transf_7C	ScavengermRNAdecappingenzymeC-termbinding	N-terminaldomainofgalactosyltransferase
ERO1--Glyco_transf_7C	1	3.1675641431739e-05	ERO1	Glyco_transf_7C	EndoplasmicReticulumOxidoreductin1(ERO1)	N-terminaldomainofgalactosyltransferase
FHA--Glyco_transf_7C	1	3.1675641431739e-05	FHA	Glyco_transf_7C	FHAdomain	N-terminaldomainofgalactosyltransferase
empty--Glyco_transf_7C	5	0.000158378207158695	empty	Glyco_transf_7C	NA	N-terminaldomainofgalactosyltransferase
AAA_11--Glyco_transf_7N	1	3.1675641431739e-05	AAA_11	Glyco_transf_7N	AAAdomain	N-terminalregionofglycosyltransferasegroup7
AMP-binding--Glyco_transf_7N	1	3.1675641431739e-05	AMP-binding	Glyco_transf_7N	AMP-bindingenzyme	N-terminalregionofglycosyltransferasegroup7
BAG--Glyco_transf_7N	1	3.1675641431739e-05	BAG	Glyco_transf_7N	BAGdomain	N-terminalregionofglycosyltransferasegroup7
DCB--Glyco_transf_7N	1	3.1675641431739e-05	DCB	Glyco_transf_7N	Dimerisationandcyclophilin-bindingdomainofMon2	N-terminalregionofglycosyltransferasegroup7
ERO1--Glyco_transf_7N	1	3.1675641431739e-05	ERO1	Glyco_transf_7N	EndoplasmicReticulumOxidoreductin1(ERO1)	N-terminalregionofglycosyltransferasegroup7
empty--Glyco_transf_7N	16	0.000506810262907824	empty	Glyco_transf_7N	NA	N-terminalregionofglycosyltransferasegroup7
Arm--Glyco_transf_8	1	3.1675641431739e-05	Arm	Glyco_transf_8	Armadillo/beta-catenin-likerepeat	Glycosyltransferasefamily8
DUF3371--Glyco_transf_8	1	3.1675641431739e-05	DUF3371	Glyco_transf_8	Domainofunknownfunction(DUF3371)	Glycosyltransferasefamily8
Dynamin_N--Glyco_transf_8	1	3.1675641431739e-05	Dynamin_N	Glyco_transf_8	Dynaminfamily	Glycosyltransferasefamily8
ETS_PEA3_N--Glyco_transf_8	1	3.1675641431739e-05	ETS_PEA3_N	Glyco_transf_8	PEA3subfamilyETS-domaintranscriptionfactorNterminaldomain	Glycosyltransferasefamily8
Ets--Glyco_transf_8	1	3.1675641431739e-05	Ets	Glyco_transf_8	Ets-domain	Glycosyltransferasefamily8
Glutaredoxin--Glyco_transf_8	2	6.3351282863478e-05	Glutaredoxin	Glyco_transf_8	Glutaredoxin	Glycosyltransferasefamily8
empty--Glyco_transf_8	10	0.00031675641431739	empty	Glyco_transf_8	NA	Glycosyltransferasefamily8
empty--Glyco_transf_90	2	6.3351282863478e-05	empty	Glyco_transf_90	NA	Glycosyltransferasefamily90
ER_lumen_recept--Glycogen_syn	1	3.1675641431739e-05	ER_lumen_recept	Glycogen_syn	ERlumenproteinretainingreceptor	Glycogensynthase
Ferritin--Glycogen_syn	1	3.1675641431739e-05	Ferritin	Glycogen_syn	Ferritin-likedomain	Glycogensynthase
empty--Glycogen_syn	2	6.3351282863478e-05	empty	Glycogen_syn	NA	Glycogensynthase
empty--Glycohydro_20b2	1	3.1675641431739e-05	empty	Glycohydro_20b2	NA	beta-acetylhexosaminidaselike
BAR--Glycolytic	1	3.1675641431739e-05	BAR	Glycolytic	BARdomain	Fructose-bisphosphatealdolaseclass-I
CDC27--Glycolytic	1	3.1675641431739e-05	CDC27	Glycolytic	DNApolymerasesubunitCdc27	Fructose-bisphosphatealdolaseclass-I
empty--Glycos_transf_1	2	6.3351282863478e-05	empty	Glycos_transf_1	NA	Glycosyltransferasesgroup1
ANF_receptor--Glycos_transf_2	1	3.1675641431739e-05	ANF_receptor	Glycos_transf_2	Receptorfamilyligandbindingregion	Glycosyltransferasefamily2
Biopterin_H--Glycos_transf_2	1	3.1675641431739e-05	Biopterin_H	Glycos_transf_2	Biopterin-dependentaromaticaminoacidhydroxylase	Glycosyltransferasefamily2
CBS--Glycos_transf_2	1	3.1675641431739e-05	CBS	Glycos_transf_2	CBSdomain	Glycosyltransferasefamily2
Cation_ATPase--Glycos_transf_2	1	3.1675641431739e-05	Cation_ATPase	Glycos_transf_2	CationtransportATPase(P-type)	Glycosyltransferasefamily2
Cir_N--Glycos_transf_2	2	6.3351282863478e-05	Cir_N	Glycos_transf_2	N-terminaldomainofCBF1interactingco-repressorCIR	Glycosyltransferasefamily2
DUF4704--Glycos_transf_2	1	3.1675641431739e-05	DUF4704	Glycos_transf_2	Domainofunknownfunction(DUF4704)	Glycosyltransferasefamily2
E1-E2_ATPase--Glycos_transf_2	1	3.1675641431739e-05	E1-E2_ATPase	Glycos_transf_2	E1-E2ATPase	Glycosyltransferasefamily2
adh_short_C2--Glycos_transf_2	1	3.1675641431739e-05	adh_short_C2	Glycos_transf_2	Enoyl-(Acylcarrierprotein)reductase	Glycosyltransferasefamily2
empty--Glycos_transf_2	14	0.000443458980044346	empty	Glycos_transf_2	NA	Glycosyltransferasefamily2
ABC_membrane--Glypican	1	3.1675641431739e-05	ABC_membrane	Glypican	ABCtransportertransmembraneregion	Glypican
ABC_tran--Glypican	1	3.1675641431739e-05	ABC_tran	Glypican	ABCtransporter	Glypican
BAR_3--Glypican	1	3.1675641431739e-05	BAR_3	Glypican	BARdomainofAPPLfamily	Glypican
empty--Glypican	4	0.000126702565726956	empty	Glypican	NA	Glypican
empty--GoLoco	5	0.000158378207158695	empty	GoLoco	NA	GoLocomotif
CUT--Golgin_A5	1	3.1675641431739e-05	CUT	Golgin_A5	CUTdomain	GolginsubfamilyAmember5
CUTL--Golgin_A5	1	3.1675641431739e-05	CUTL	Golgin_A5	CUT1-likeDNA-bindingdomainofSATB	GolginsubfamilyAmember5
empty--Golgin_A5	3	9.5026924295217e-05	empty	Golgin_A5	NA	GolginsubfamilyAmember5
FKBP_C--Gp_dh_C	1	3.1675641431739e-05	FKBP_C	Gp_dh_C	FKBP-typepeptidyl-prolylcis-transisomerase	Glyceraldehyde3-phosphatedehydrogenase,C-terminaldomain
empty--Gp_dh_C	1	3.1675641431739e-05	empty	Gp_dh_C	NA	Glyceraldehyde3-phosphatedehydrogenase,C-terminaldomain
FKBP_C--Gp_dh_N	1	3.1675641431739e-05	FKBP_C	Gp_dh_N	FKBP-typepeptidyl-prolylcis-transisomerase	Glyceraldehyde3-phosphatedehydrogenase,NADbindingdomain
empty--Gp_dh_N	1	3.1675641431739e-05	empty	Gp_dh_N	NA	Glyceraldehyde3-phosphatedehydrogenase,NADbindingdomain
empty--GpcrRhopsn4	1	3.1675641431739e-05	empty	GpcrRhopsn4	NA	Rhodopsin-likeGPCRtransmembranedomain
empty--Granin	3	9.5026924295217e-05	empty	Granin	NA	Granin(chromograninorsecretogranin)
empty--Granulin	1	3.1675641431739e-05	empty	Granulin	NA	Granulin
C1_1--Guanylate_cyc	1	3.1675641431739e-05	C1_1	Guanylate_cyc	Phorbolesters/diacylglycerolbindingdomain(C1domain)	AdenylateandGuanylatecyclasecatalyticdomain
C2--Guanylate_cyc	1	3.1675641431739e-05	C2	Guanylate_cyc	C2domain	AdenylateandGuanylatecyclasecatalyticdomain
Dynamin_N--Guanylate_cyc	1	3.1675641431739e-05	Dynamin_N	Guanylate_cyc	Dynaminfamily	AdenylateandGuanylatecyclasecatalyticdomain
FAD_binding_6--Guanylate_cyc	1	3.1675641431739e-05	FAD_binding_6	Guanylate_cyc	OxidoreductaseFAD-bindingdomain	AdenylateandGuanylatecyclasecatalyticdomain
adh_short--Guanylate_cyc	1	3.1675641431739e-05	adh_short	Guanylate_cyc	shortchaindehydrogenase	AdenylateandGuanylatecyclasecatalyticdomain
empty--Guanylate_cyc	16	0.000506810262907824	empty	Guanylate_cyc	NA	AdenylateandGuanylatecyclasecatalyticdomain
COesterase--Guanylate_kin	1	3.1675641431739e-05	COesterase	Guanylate_kin	Carboxylesterasefamily	Guanylatekinase
Carboxyl_trans--Guanylate_kin	1	3.1675641431739e-05	Carboxyl_trans	Guanylate_kin	Carboxyltransferasedomain	Guanylatekinase
Ephrin_rec_like--Guanylate_kin	1	3.1675641431739e-05	Ephrin_rec_like	Guanylate_kin	Putativeephrin-receptorlike	Guanylatekinase
FXa_inhibition--Guanylate_kin	1	3.1675641431739e-05	FXa_inhibition	Guanylate_kin	CoagulationFactorXainhibitorysite	Guanylatekinase
empty--Guanylate_kin	10	0.00031675641431739	empty	Guanylate_kin	NA	Guanylatekinase
fn3--Guanylate_kin	1	3.1675641431739e-05	fn3	Guanylate_kin	FibronectintypeIIIdomain	Guanylatekinase
empty--Guanylin	2	6.3351282863478e-05	empty	Guanylin	NA	Guanylinprecursor
FKBP_C--H-K_ATPase_N	1	3.1675641431739e-05	FKBP_C	H-K_ATPase_N	FKBP-typepeptidyl-prolylcis-transisomerase	GastricH+/K+-ATPase,Nterminaldomain
CD36--HA2	1	3.1675641431739e-05	CD36	HA2	CD36family	Helicaseassociateddomain(HA2)
DER1--HA2	1	3.1675641431739e-05	DER1	HA2	Der1-likefamily	Helicaseassociateddomain(HA2)
EST1--HA2	1	3.1675641431739e-05	EST1	HA2	TelomeraseactivatingproteinEst1	Helicaseassociateddomain(HA2)
EST1_DNA_bind--HA2	1	3.1675641431739e-05	EST1_DNA_bind	HA2	Est1DNA/RNAbindingdomain	Helicaseassociateddomain(HA2)
GBP--HA2	1	3.1675641431739e-05	GBP	HA2	Guanylate-bindingprotein,N-terminaldomain	Helicaseassociateddomain(HA2)
empty--HA2	8	0.000253405131453912	empty	HA2	NA	Helicaseassociateddomain(HA2)
empty--HABP4_PAI-RBP1	1	3.1675641431739e-05	empty	HABP4_PAI-RBP1	NA	Hyaluronan/mRNAbindingfamily
Focal_AT--HAD_2	1	3.1675641431739e-05	Focal_AT	HAD_2	Focaladhesiontargetingregion	Haloaciddehalogenase-likehydrolase
empty--HAD_2	2	6.3351282863478e-05	empty	HAD_2	NA	Haloaciddehalogenase-likehydrolase
AA_permease_2--HAGH_C	1	3.1675641431739e-05	AA_permease_2	HAGH_C	Aminoacidpermease	HydroxyacylglutathionehydrolaseC-terminus
fn1--HAGH_C	1	3.1675641431739e-05	fn1	HAGH_C	FibronectintypeIdomain	HydroxyacylglutathionehydrolaseC-terminus
fn2--HAGH_C	1	3.1675641431739e-05	fn2	HAGH_C	FibronectintypeIIdomain	HydroxyacylglutathionehydrolaseC-terminus
fn3--HAGH_C	1	3.1675641431739e-05	fn3	HAGH_C	FibronectintypeIIIdomain	HydroxyacylglutathionehydrolaseC-terminus
Beach--HAND	1	3.1675641431739e-05	Beach	HAND	Beige/BEACHdomain	HAND
Collagen--HAND	1	3.1675641431739e-05	Collagen	HAND	Collagentriplehelixrepeat(20copies)	HAND
GRAM--HAND	1	3.1675641431739e-05	GRAM	HAND	GRAMdomain	HAND
empty--HAND	1	3.1675641431739e-05	empty	HAND	NA	HAND
C1_1--HAP1_N	1	3.1675641431739e-05	C1_1	HAP1_N	Phorbolesters/diacylglycerolbindingdomain(C1domain)	HAP1N-terminalconservedregion
empty--HAP1_N	7	0.000221729490022173	empty	HAP1_N	NA	HAP1N-terminalconservedregion
EMP70--HARE-HTH	4	0.000126702565726956	EMP70	HARE-HTH	Endomembraneprotein70	HB1,ASXL,restrictionendonucleaseHTHdomain
empty--HARE-HTH	6	0.000190053848590434	empty	HARE-HTH	NA	HB1,ASXL,restrictionendonucleaseHTHdomain
empty--HARP	1	3.1675641431739e-05	empty	HARP	NA	HepA-relatedprotein(HARP)
Aminotran_4--HATPase_c	1	3.1675641431739e-05	Aminotran_4	HATPase_c	Amino-transferaseclassIV	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
DNA_pol_alpha_N--HATPase_c	1	3.1675641431739e-05	DNA_pol_alpha_N	HATPase_c	DNApolymerasealphasubunitp180Nterminal	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
DPPIV_N--HATPase_c	1	3.1675641431739e-05	DPPIV_N	HATPase_c	DipeptidylpeptidaseIV(DPPIV)N-terminalregion	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
Dynamin_M--HATPase_c	1	3.1675641431739e-05	Dynamin_M	HATPase_c	Dynamincentralregion	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
Dynamin_N--HATPase_c	1	3.1675641431739e-05	Dynamin_N	HATPase_c	Dynaminfamily	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
Filament--HATPase_c	1	3.1675641431739e-05	Filament	HATPase_c	Intermediatefilamentprotein	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
dsrm--HATPase_c	1	3.1675641431739e-05	dsrm	HATPase_c	Double-strandedRNAbindingmotif	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
empty--HATPase_c	6	0.000190053848590434	empty	HATPase_c	NA	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
ECH_2--HATPase_c_3	1	3.1675641431739e-05	ECH_2	HATPase_c_3	Enoyl-CoAhydratase/isomerase	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
GKAP--HATPase_c_3	2	6.3351282863478e-05	GKAP	HATPase_c_3	Guanylate-kinase-associatedprotein(GKAP)protein	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
Guanylate_cyc--HATPase_c_3	1	3.1675641431739e-05	Guanylate_cyc	HATPase_c_3	AdenylateandGuanylatecyclasecatalyticdomain	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
empty--HATPase_c_3	11	0.000348432055749129	empty	HATPase_c_3	NA	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase
Ank_2--HAT_KAT11	6	0.000190053848590434	Ank_2	HAT_KAT11	Ankyrinrepeats(3copies)	Histoneacetylationprotein
BCOR--HAT_KAT11	6	0.000190053848590434	BCOR	HAT_KAT11	BCL-6co-repressor,non-ankyrin-repeatregion	Histoneacetylationprotein
empty--HAT_KAT11	1	3.1675641431739e-05	empty	HAT_KAT11	NA	Histoneacetylationprotein
empty--HAUS2	1	3.1675641431739e-05	empty	HAUS2	NA	HAUSaugmin-likecomplexsubunit2
empty--HAUS6_N	1	3.1675641431739e-05	empty	HAUS6_N	NA	HAUSaugmin-likecomplexsubunit6N-terminus
empty--HBS1_N	2	6.3351282863478e-05	empty	HBS1_N	NA	HBS1N-terminus
EGF_2--HCNGP	1	3.1675641431739e-05	EGF_2	HCNGP	EGF-likedomain	HCNGP-likeprotein
GRIP--HCO3_cotransp	1	3.1675641431739e-05	GRIP	HCO3_cotransp	GRIPdomain	HCO3-transporterfamily
empty--HCO3_cotransp	1	3.1675641431739e-05	empty	HCO3_cotransp	NA	HCO3-transporterfamily
DUF4482--HD	1	3.1675641431739e-05	DUF4482	HD	Domainofunknownfunction(DUF4482)	HDdomain
empty--HD	1	3.1675641431739e-05	empty	HD	NA	HDdomain
dNK--HDAC4_Gln	2	6.3351282863478e-05	dNK	HDAC4_Gln	Deoxynucleosidekinase	GlutaminerichNterminaldomainofhistonedeacetylase4
empty--HDAC4_Gln	4	0.000126702565726956	empty	HDAC4_Gln	NA	GlutaminerichNterminaldomainofhistonedeacetylase4
FAM47--HD_3	1	3.1675641431739e-05	FAM47	HD_3	FAM47family	HDdomain
empty--HD_3	1	3.1675641431739e-05	empty	HD_3	NA	HDdomain
CS--HEAT	1	3.1675641431739e-05	CS	HEAT	CSdomain	HEATrepeat
Furin-like--HEAT	2	6.3351282863478e-05	Furin-like	HEAT	Furin-likecysteinerichregion	HEATrepeat
empty--HEAT	7	0.000221729490022173	empty	HEAT	NA	HEATrepeat
AAA--HEAT_2	1	3.1675641431739e-05	AAA	HEAT_2	ATPasefamilyassociatedwithvariouscellularactivities(AAA)	HEATrepeats
Bromodomain--HEAT_2	1	3.1675641431739e-05	Bromodomain	HEAT_2	Bromodomain	HEATrepeats
Cation_ATPase_C--HEAT_2	1	3.1675641431739e-05	Cation_ATPase_C	HEAT_2	CationtransportingATPase,C-terminus	HEATrepeats
E1-E2_ATPase--HEAT_2	1	3.1675641431739e-05	E1-E2_ATPase	HEAT_2	E1-E2ATPase	HEATrepeats
empty--HEAT_2	10	0.00031675641431739	empty	HEAT_2	NA	HEATrepeats
EGF_CA--HEAT_EZ	2	6.3351282863478e-05	EGF_CA	HEAT_EZ	Calcium-bindingEGFdomain	HEAT-likerepeat
FXa_inhibition--HEAT_EZ	2	6.3351282863478e-05	FXa_inhibition	HEAT_EZ	CoagulationFactorXainhibitorysite	HEAT-likerepeat
empty--HEAT_EZ	4	0.000126702565726956	empty	HEAT_EZ	NA	HEAT-likerepeat
Costars--HECA	1	3.1675641431739e-05	Costars	HECA	Costars	Headcaseproteinfamilyhomologue
empty--HECA	1	3.1675641431739e-05	empty	HECA	NA	Headcaseproteinfamilyhomologue
Alpha_kinase--HECT	1	3.1675641431739e-05	Alpha_kinase	HECT	Alpha-kinasefamily	HECT-domain(ubiquitin-transferase)
Ank--HECT	1	3.1675641431739e-05	Ank	HECT	Ankyrinrepeat	HECT-domain(ubiquitin-transferase)
Ank_2--HECT	1	3.1675641431739e-05	Ank_2	HECT	Ankyrinrepeats(3copies)	HECT-domain(ubiquitin-transferase)
Ank_4--HECT	1	3.1675641431739e-05	Ank_4	HECT	Ankyrinrepeats(manycopies)	HECT-domain(ubiquitin-transferase)
Chorein_N--HECT	1	3.1675641431739e-05	Chorein_N	HECT	N-terminalregionofChoreinorVPS13	HECT-domain(ubiquitin-transferase)
Drf_GBD--HECT	1	3.1675641431739e-05	Drf_GBD	HECT	DiaphanousGTPase-bindingDomain	HECT-domain(ubiquitin-transferase)
EF-hand_6--HECT	1	3.1675641431739e-05	EF-hand_6	HECT	EF-handdomain	HECT-domain(ubiquitin-transferase)
EF-hand_7--HECT	1	3.1675641431739e-05	EF-hand_7	HECT	EF-handdomainpair	HECT-domain(ubiquitin-transferase)
EF-hand_8--HECT	2	6.3351282863478e-05	EF-hand_8	HECT	EF-handdomainpair	HECT-domain(ubiquitin-transferase)
ERO1--HECT	1	3.1675641431739e-05	ERO1	HECT	EndoplasmicReticulumOxidoreductin1(ERO1)	HECT-domain(ubiquitin-transferase)
empty--HECT	20	0.00063351282863478	empty	HECT	NA	HECT-domain(ubiquitin-transferase)
empty--HECT_2	1	3.1675641431739e-05	empty	HECT_2	NA	HECT-likeUbiquitin-conjugatingenzyme(E2)-binding
empty--HECW_N	1	3.1675641431739e-05	empty	HECW_N	NA	N-terminaldomainofE3ubiquitin-proteinligaseHECW1and2
Cyclin_C--HELP	48	0.00152043078872347	Cyclin_C	HELP	Cyclin,C-terminaldomain	HELPmotif
Cyclin_N--HELP	48	0.00152043078872347	Cyclin_N	HELP	Cyclin,N-terminaldomain	HELPmotif
FERM_C--HELP	1	3.1675641431739e-05	FERM_C	HELP	FERMC-terminalPH-likedomain	HELPmotif
FERM_M--HELP	1	3.1675641431739e-05	FERM_M	HELP	FERMcentraldomain	HELPmotif
FERM_N--HELP	1	3.1675641431739e-05	FERM_N	HELP	FERMN-terminaldomain	HELPmotif
empty--HELP	6	0.000190053848590434	empty	HELP	NA	HELPmotif
C1_1--HGTP_anticodon	1	3.1675641431739e-05	C1_1	HGTP_anticodon	Phorbolesters/diacylglycerolbindingdomain(C1domain)	Anticodonbindingdomain
CNH--HGTP_anticodon	1	3.1675641431739e-05	CNH	HGTP_anticodon	CNHdomain	Anticodonbindingdomain
DMPK_coil--HGTP_anticodon	1	3.1675641431739e-05	DMPK_coil	HGTP_anticodon	DMPKcoiledcoildomainlike	Anticodonbindingdomain
empty--HGTP_anticodon	4	0.000126702565726956	empty	HGTP_anticodon	NA	Anticodonbindingdomain
empty--HGTP_anticodon2	1	3.1675641431739e-05	empty	HGTP_anticodon2	NA	AnticodonbindingdomainoftRNAs
empty--HHH_3	4	0.000126702565726956	empty	HHH_3	NA	Helix-hairpin-helixmotif
empty--HHH_5	1	3.1675641431739e-05	empty	HHH_5	NA	Helix-hairpin-helixdomain
empty--HHH_7	1	3.1675641431739e-05	empty	HHH_7	NA	Helix-hairpin-helixmotif
Atg14--HHH_8	1	3.1675641431739e-05	Atg14	HHH_8	Vacuolarsorting38andautophagy-relatedsubunit14	Helix-hairpin-helixdomain
empty--HHH_8	1	3.1675641431739e-05	empty	HHH_8	NA	Helix-hairpin-helixdomain
empty--HIG_1_N	2	6.3351282863478e-05	empty	HIG_1_N	NA	Hypoxiainducedproteinconservedregion
EGF--HIN	1	3.1675641431739e-05	EGF	HIN	EGF-likedomain	HIN-200/IF120xdomain
EGF_CA--HIN	1	3.1675641431739e-05	EGF_CA	HIN	Calcium-bindingEGFdomain	HIN-200/IF120xdomain
empty--HIN	1	3.1675641431739e-05	empty	HIN	NA	HIN-200/IF120xdomain
hEGF--HIN	1	3.1675641431739e-05	hEGF	HIN	Humangrowthfactor-likeEGF	HIN-200/IF120xdomain
Gelsolin--HIP1_clath_bdg	1	3.1675641431739e-05	Gelsolin	HIP1_clath_bdg	Gelsolinrepeat	Clathrin-bindingdomainofHuntingtin-interactingprotein1
empty--HIP1_clath_bdg	1	3.1675641431739e-05	empty	HIP1_clath_bdg	NA	Clathrin-bindingdomainofHuntingtin-interactingprotein1
AAA--HIRA_B	1	3.1675641431739e-05	AAA	HIRA_B	ATPasefamilyassociatedwithvariouscellularactivities(AAA)	HIRABmotif
empty--HIRA_B	1	3.1675641431739e-05	empty	HIRA_B	NA	HIRABmotif
empty--HIT	1	3.1675641431739e-05	empty	HIT	NA	HITdomain
CHGN--HJURP_C	1	3.1675641431739e-05	CHGN	HJURP_C	ChondroitinN-acetylgalactosaminyltransferase	HollidayjunctionregulatorproteinfamilyC-terminalrepeat
DHHC--HJURP_C	1	3.1675641431739e-05	DHHC	HJURP_C	DHHCpalmitoyltransferase	HollidayjunctionregulatorproteinfamilyC-terminalrepeat
empty--HJURP_C	4	0.000126702565726956	empty	HJURP_C	NA	HollidayjunctionregulatorproteinfamilyC-terminalrepeat
AF-4--HLH	1	3.1675641431739e-05	AF-4	HLH	AF-4proto-oncoprotein	Helix-loop-helixDNA-bindingdomain
ANF_receptor--HLH	1	3.1675641431739e-05	ANF_receptor	HLH	Receptorfamilyligandbindingregion	Helix-loop-helixDNA-bindingdomain
C2--HLH	1	3.1675641431739e-05	C2	HLH	C2domain	Helix-loop-helixDNA-bindingdomain
CH--HLH	1	3.1675641431739e-05	CH	HLH	Calponinhomology(CH)domain	Helix-loop-helixDNA-bindingdomain
CarboxypepD_reg--HLH	1	3.1675641431739e-05	CarboxypepD_reg	HLH	Carboxypeptidaseregulatory-likedomain	Helix-loop-helixDNA-bindingdomain
Cation_efflux--HLH	2	6.3351282863478e-05	Cation_efflux	HLH	Cationeffluxfamily	Helix-loop-helixDNA-bindingdomain
