Name,SK,Group,Family,Subfamily,Pseudogene?,Header,Entrez_GeneID,RefSeq cDNA (Jan 07),Refseq mRNA,gi_mRNA,Refseq protein,gi_protein,Old_Name,Entrez_Symbol,Entrez_Synonyms,Entrez_dbXrefs,Entrez_Chromosome,Entrez_map_location,Entrez_symbol_from_nomenclature_authority
MLK4,SK691,TKL,MLK,MLK,N,TKL_MLK_MLK_SK691_MLK4,84451,NM_032435,NM_032435.1,24308329,NP_115811.1,24308330,MLK4,KIAA1804,MLK4|RP5-862P8.2|dJ862P8.3,HPRD:10087,1,1q42,-
TAK1,SK364,TKL,MLK,TAK1,N,TKL_MLK_TAK1_SK364_TAK1,6885,NM_145331,NM_145331.1,21735561,NP_663304.1,21735562,TAK1,MAP3K7,TAK1|TGF1a,HGNC:6859|MIM:602614|HPRD:04011,6,6q16.1-q16.3,MAP3K7
ZAK,SK504,TKL,MLK,ZAK,N,TKL_MLK_MLK_SK504_ZAK,51776,NM_016653,NM_016653.2,82880647,NP_057737.2,82880648,ZAK,ZAK,AZK|MLK7|MLT|MLTK|MRK|mlklak,MIM:609479|HPRD:11791,2,2q24.2,-
KSR1,SK205,TKL,RAF,KSR,N,TKL_RAF__SK205_KSR1,8844,NM_014238,NM_014238.1,75677324,NP_055053.1,75677325,KSR1,KSR1,KSR|RSU2,HGNC:6465|MIM:601132,17,17q11.1,KSR1
KSR2,SK605,TKL,RAF,KSR,N,TKL_RAF__SK605_KSR2,283455,NM_173598,NM_173598.2,34222392,NP_775869.2,34222393,KSR2,KSR2,FLJ25965,HGNC:18610|MIM:610737|HPRD:13952,12,12q24.22-q24.23,KSR2
ARAF,SK036,TKL,RAF,RAF,N,TKL_RAF__SK036_ARAF,369,NM_001654,NM_001654.2,122114652,NP_001645.1,4502193,ARAF,ARAF,A-RAF|ARAF1|PKS2|RAFA1,HGNC:646|MIM:311010|HPRD:02405,X,Xp11.4-p11.2,ARAF
BRAF,SK050,TKL,RAF,RAF,N,TKL_RAF__SK050_BRAF,673,NM_004333,NM_004333.3,90265828,NP_004324.2,33188459,BRAF,BRAF,B-raf 1|BRAF1|MGC126806|MGC138284|RAFB1,HGNC:1097|MIM:164757|HPRD:01264,7,7q34,BRAF
RAF1,SK324,TKL,RAF,RAF,N,TKL_RAF__SK324_RAF1,5894,NM_002880,NM_002880.2,52486392,NP_002871.1,4506401,RAF1,RAF1,CRAF|Raf-1|c-Raf,HGNC:9829|MIM:164760|HPRD:01265,3,3p25,RAF1
RIPK1,SK328,TKL,RIPK,,N,TKL_RIPK__SK328_RIPK1,8737,NM_003804,NM_003804.3,57242760,NP_003795.2,57242761,RIPK1,RIPK1,FLJ39204|RIP,HGNC:10019|MIM:603453|HPRD:04583,6,6p25.2,RIPK1
RIPK2,SK329,TKL,RIPK,,N,TKL_RIPK__SK329_RIPK2,8767,NM_003821,NM_003821.5,93141034,NP_003812.1,4506537,RIPK2,RIPK2,CARD3|CARDIAK|CCK|GIG30|RICK|RIP2,HGNC:10020|MIM:603455|HPRD:04585,8,8q21,RIPK2
RIPK3,SK330,TKL,RIPK,,N,TKL_RIPK__SK330_RIPK3,11035,NM_006871,NM_006871.3,93141035,NP_006862.2,40254844,RIPK3,RIPK3,RIP3,HGNC:10021|MIM:605817|HPRD:09315,14,14q11.2,RIPK3
ANKRD3,SK546,TKL,RIPK,,N,TKL_RIPK__SK546_ANKRD3,54101,NM_020639,NM_020639.2,41327753,NP_065690.2,41327754,ANKRD3,RIPK4,ANKK2|ANKRD3|DIK|MGC129992|MGC129993|PKK|RIP4,HGNC:496|MIM:605706|HPRD:10419,21,21q22.3,RIPK4
SgK288,SK658,TKL,RIPK,,N,TKL_RIPK__SK658_SgK288,255239,NM_178510,NM_178510.1,30425443,NP_848605.1,30425444,SgK288,ANKK1,PKK2,HGNC:21027|MIM:608774|HPRD:10580,11,11q23.1,ANKK1
ALK2,SK026,TKL,STKR,Type1,N,TKL_STKR_Type1_SK026_ALK2,90,NM_001105,NM_001105.2,10862690,NP_001096.1,4501895,ALK2,ACVR1,ACTRI|ACVRLK2|ALK2|FOP|SKR1,HGNC:171|MIM:102576|HPRD:00021,2,2q23-q24,ACVR1
ALK4,SK028,TKL,STKR,Type1,N,TKL_STKR_Type1_SK028_ALK4,91,NM_004302,NM_004302.3,33598913,NP_004293.1,4757720,ALK4,ACVR1B,ACTRIB|ACVRLK4|ALK4|SKR2,HGNC:172|MIM:601300|HPRD:03193,12,12q13,ACVR1B
ALK1,SK025,TKL,STKR,Type1,N,TKL_STKR_Type1_SK025_ALK1,94,NM_000020,NM_000020.2,116734711,NP_000011.2,116734712,ALK1,ACVRL1,ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I,HGNC:175|MIM:601284|HPRD:03181,12,12q11-q14,ACVRL1
BMPR1A,SK027,TKL,STKR,Type1,N,TKL_STKR_Type1_SK027_BMPR1A,657,NM_004329,NM_004329.2,41349436,NP_004320.2,41349437,BMPR1A,BMPR1A,ACVRLK3|ALK3|CD292,HGNC:1076|MIM:601299|HPRD:03192,10,10q22.3,BMPR1A
BMPR1B,SK030,TKL,STKR,Type1,N,TKL_STKR_Type1_SK030_BMPR1B,658,NM_001203,NM_001203.1,4502430,NP_001194.1,4502431,BMPR1B,BMPR1B,ALK-6|ALK6|CDw293,HGNC:1077|MIM:603248|HPRD:04457,4,4q22-q24,BMPR1B
TGFbR1,SK029,TKL,STKR,Type1,N,TKL_STKR_Type1_SK029_TGFbR1,7046,NM_004612,NM_004612.2,66346739,NP_004603.1,4759226,TGFbR1,TGFBR1,AAT5|ACVRLK4|ALK-5|ALK5|SKR4|TGFR-1,HGNC:11772|MIM:190181|HPRD:01822,9,9q22,TGFBR1
ALK7,SK405,TKL,STKR,Type1,N,TKL_STKR_Type1_SK405_ALK7,130399,NM_145259,NM_145259.1,21687097,NP_660302.1,21687098,ALK7,ACVR1C,ACVRLK7|ALK7,HGNC:18123|MIM:608981|HPRD:10608,2,2q24.1,ACVR1C
ACTR2,SK010,TKL,STKR,Type2,N,TKL_STKR_Type2_SK010_ACTR2,92,NM_001616,NM_001616.3,65508448,NP_001607.1,4501897,ACTR2,ACVR2A,ACTRII|ACVR2,HGNC:173|MIM:102581|HPRD:00025,2,2q22.3,ACVR2A
ACTR2B,SK011,TKL,STKR,Type2,N,TKL_STKR_Type2_SK011_ACTR2B,93,NM_001106,NM_001106.3,116734707,NP_001097.2,116734708,ACTR2B,ACVR2B,ActR-IIB|MGC116908,HGNC:174|MIM:602730|HPRD:04106,3,3p22,ACVR2B
MISR2,SK228,TKL,STKR,Type2,N,TKL_STKR_Type2_SK228_MISR2,269,NM_020547,NM_020547.1,10198655,NP_065434.1,10198656,MISR2,AMHR2,AMHR|MISRII,HGNC:465|MIM:600956|HPRD:02978,12,12q13,AMHR2
BMPR2,SK365,TKL,STKR,Type2,N,TKL_STKR_Type2_SK365_BMPR2,659,NM_001204,NM_001204.5,72376969,NP_001195.2,15451916,BMPR2,BMPR2,BMPR-II|BMPR3|BMR2|BRK-3|T-ALK,HGNC:1078|MIM:600799|HPRD:02880,2,2q33-q34,BMPR2
TGFbR2,SK369,TKL,STKR,Type2,N,TKL_STKR_Type2_SK369_TGFbR2,7048,NM_001024847,NM_001024847.1,67782325,NP_001020018.1,67782326,TGFbR2,TGFBR2,AAT3|FAA3|HNPCC6|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII,HGNC:11773|MIM:190182|HPRD:01823,3,3p22,TGFBR2
MLKL,SK458,TKL,TKL-Unique,,N,TKL_TKL-Unique__SK458_MLKL,197259,NM_152649,NM_152649.1,22749322,NP_689862.1,22749323,MLKL,MLKL,FLJ34389,HGNC:26617|HPRD:08752,16,16q22.3,MLKL
CK2a1-rs,SK750,CMGC,CK2,,R,Other_CK2__SK750_CK2a1-rs,NA,,,NA,,NA,,,,,,,
STLK6-rs,SK747,STE,STE20,STLK,R,STE_STE20_STLK_SK747_STLK6-rs,NA,,,NA,,NA,,,,,,,
MRCKps,SK660,AGC,DMPK,GEK,Y,AGC_DMPK_GEK_SK660_MRCKps,NA,,,NA,,NA,,,,,,,
GPRK6ps,SK539,AGC,GRK,GRK,Y,AGC_GRK_GRK_SK539_GPRK6ps,NA,,,NA,,NA,,,,,,,
PRKXps,SK319,AGC,PKA,,Y,AGC_PKA__SK319_PRKXps,NA,,,NA,,NA,,,,,,,
PKCips,SK711,AGC,PKC,Iota,Y,AGC_PKC_Iota_SK711_PKCips,NA,,,NA,,NA,,,,,,,
p70S6Kps2,SK640,AGC,RSK,p70,Y,AGC_RSK_p70_SK640_p70S6Kps2,NA,,,NA,,NA,,,,,,,
p70S6Kps1,SK740,AGC,RSK,p70,Y,AGC_RSK_p70_SK740_p70S6Kps1,NA,,,NA,,NA,,,,,,,
RIOK3ps,SK771,Atypical,RIO,RIO3,Y,Atypical_RIO_RIO3_SK771_RIOK3ps,NA,,,NA,,NA,,,,,,,
MARKps30,SK599,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK599_MARKps30,NA,,,NA,,NA,,,,,,,
MARKps29,SK591,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK591_MARKps29,NA,,,NA,,NA,,,,,,,
MARKps28,SK022,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK022_MARKps28,NA,,,NA,,NA,,,,,,,
MARKps27,SK017,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK017_MARKps27,NA,,,NA,,NA,,,,,,,
MARKps26,SK477,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK477_MARKps26,NA,,,NA,,NA,,,,,,,
MARKps25,SK717,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK717_MARKps25,NA,,,NA,,NA,,,,,,,
MARKps24,SK651,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK651_MARKps24,NA,,,NA,,NA,,,,,,,
MARKps23,SK630,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK630_MARKps23,NA,,,NA,,NA,,,,,,,
MARKps22,SK594,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK594_MARKps22,NA,,,NA,,NA,,,,,,,
MARKps21,SK633,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK633_MARKps21,NA,,,NA,,NA,,,,,,,
MARKps20,SK555,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK555_MARKps20,NA,,,NA,,NA,,,,,,,
MARKps19,SK550,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK550_MARKps19,NA,,,NA,,NA,,,,,,,
MARKps18,SK543,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK543_MARKps18,NA,,,NA,,NA,,,,,,,
MARKps17,SK551,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK551_MARKps17,NA,,,NA,,NA,,,,,,,
MARKps16,SK547,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK547_MARKps16,NA,,,NA,,NA,,,,,,,
MARKps15,SK556,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK556_MARKps15,NA,,,NA,,NA,,,,,,,
MARKps13,SK580,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK580_MARKps13,NA,,,NA,,NA,,,,,,,
MARKps12,SK561,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK561_MARKps12,NA,,,NA,,NA,,,,,,,
MARKps11,SK467,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK467_MARKps11,NA,,,NA,,NA,,,,,,,
MARKps10,SK577,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK577_MARKps10,NA,,,NA,,NA,,,,,,,
MARKps09,SK576,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK576_MARKps09,NA,,,NA,,NA,,,,,,,
MARKps08,SK736,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK736_MARKps08,NA,,,NA,,NA,,,,,,,
MARKps07,SK728,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK728_MARKps07,NA,,,NA,,NA,,,,,,,
MARKps05,SK720,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK720_MARKps05,NA,,,NA,,NA,,,,,,,
MARKps04,SK742,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK742_MARKps04,NA,,,NA,,NA,,,,,,,
MARKps03,SK685,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK685_MARKps03,NA,,,NA,,NA,,,,,,,
MARKps02,SK672,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK672_MARKps02,NA,,,NA,,NA,,,,,,,
MARKps01,SK587,CAMK,CAMKL,MARK,Y,CAMK_CAMKL_MARK_SK587_MARKps01,NA,,,NA,,NA,,,,,,,
STK33ps,SK680,CAMK,CAMK-Unique,,Y,CAMK_CAMK-Unique__SK680_STK33ps,NA,,,NA,,NA,,,,,,,
MAPKAPKps1,SK549,CAMK,MAPKAPK,MAPKAPK,Y,CAMK_MAPKAPK_MAPKAPK_SK549_MAPKAPKps1,NA,,,NA,,NA,,,,,,,
MNK1ps,SK713,CAMK,MAPKAPK,MNK,Y,CAMK_MAPKAPK_MNK_SK713_MNK1ps,NA,,,NA,,NA,,,,,,,
PHKg1ps3,SK663,CAMK,PHK,,Y,CAMK_PHK__SK663_PHKg1ps3,NA,,,NA,,NA,,,,,,,
PHKg1ps2,SK595,CAMK,PHK,,Y,CAMK_PHK__SK595_PHKg1ps2,NA,,,NA,,NA,,,,,,,
PHKg1ps1,SK560,CAMK,PHK,,Y,CAMK_PHK__SK560_PHKg1ps1,NA,,,NA,,NA,,,,,,,
PSKH1ps,SK642,CAMK,PSK,,Y,CAMK_PSK__SK642_PSKH1ps,NA,,,NA,,NA,,,,,,,
CHK2ps2,SK731,CAMK,RAD53,,Y,CAMK_RAD53__SK731_CHK2ps2,NA,,,NA,,NA,,,,,,,
CHK2ps1,SK575,CAMK,RAD53,,Y,CAMK_RAD53__SK575_CHK2ps1,NA,,,NA,,NA,,,,,,,
TSSKps2,SK584,CAMK,TSSK,,Y,CAMK_TSSK__SK584_TSSKps2,NA,,,NA,,NA,,,,,,,
TSSKps1,SK600,CAMK,TSSK,,Y,CAMK_TSSK__SK600_TSSKps1,NA,,,NA,,NA,,,,,,,
CK1aps3,SK007,CK1,CK1,CK1-A,Y,CK1_CK1_CK1-A_SK007_CK1aps3,NA,,,NA,,NA,,,,,,,
CK1aps2,SK634,CK1,CK1,CK1-A,Y,CK1_CK1_CK1-A_SK634_CK1aps2,NA,,,NA,,NA,,,,,,,
CK1aps1,SK562,CK1,CK1,CK1-A,Y,CK1_CK1_CK1-A_SK562_CK1aps1,NA,,,NA,,NA,,,,,,,
CK1g2ps,SK639,CK1,CK1,CK1-G,Y,CK1_CK1_CK1-G_SK639_CK1g2ps,NA,,,NA,,NA,,,,,,,
VRK3ps,SK734,CK1,VRK,,Y,CK1_VRK__SK734_VRK3ps,NA,,,NA,,NA,,,,,,,
CDK4ps,SK735,CMGC,CDK,CDK4,Y,CMGC_CDK_CDK4_SK735_CDK4ps,NA,,,NA,,NA,,,,,,,
CDK5ps,SK538,CMGC,CDK,CDK5,Y,CMGC_CDK_CDK5_SK538_CDK5ps,NA,,,NA,,NA,,,,,,,
CDK7ps,SK603,CMGC,CDK,CDK7,Y,CMGC_CDK_CDK7_SK603_CDK7ps,NA,,,NA,,NA,,,,,,,
CDK8ps,SK570,CMGC,CDK,CDK8,Y,CMGC_CDK_CDK8_SK570_CDK8ps,NA,,,NA,,NA,,,,,,,
CLK3ps,SK682,CMGC,CLK,,Y,CMGC_CLK__SK682_CLK3ps,NA,,,NA,,NA,,,,,,,
CLK2ps,SK710,CMGC,CLK,,Y,CMGC_CLK__SK710_CLK2ps,NA,,,NA,,NA,,,,,,,
PRP4ps,SK590,CMGC,DYRK,PRP4,Y,CMGC_DYRK_PRP4_SK590_PRP4ps,NA,,,NA,,NA,,,,,,,
Erk3ps4,SK637,CMGC,MAPK,ERK3,Y,CMGC_MAPK_ERK_SK637_Erk3ps4,NA,,,NA,,NA,,,,,,,
Erk3ps3,SK597,CMGC,MAPK,ERK3,Y,CMGC_MAPK_ERK_SK597_Erk3ps3,NA,,,NA,,NA,,,,,,,
Erk3ps2,SK689,CMGC,MAPK,ERK3,Y,CMGC_MAPK_ERK_SK689_Erk3ps2,NA,,,NA,,NA,,,,,,,
Erk3ps1,SK542,CMGC,MAPK,ERK3,Y,CMGC_MAPK_ERK_SK542_Erk3ps1,NA,,,NA,,NA,,,,,,,
SRPK2ps,SK596,CMGC,SRPK,,Y,CMGC_SRPK__SK596_SRPK2ps,NA,,,NA,,NA,,,,,,,
AurBps1,SK040,Other,Aur,,Y,Other_AUR__SK040_AurBps1,NA,,,NA,,NA,,,,,,,
AurAps2,SK042,Other,Aur,,Y,Other_AUR__SK042_AurAps2,NA,,,NA,,NA,,,,,,,
AurAps1,SK041,Other,Aur,,Y,Other_AUR__SK041_AurAps1,NA,,,NA,,NA,,,,,,,
MPSK1ps,SK240,Other,NAK,MPSK,Y,Other_NAK__SK240_MPSK1ps,NA,,,NA,,NA,,,,,,,
NEK2ps3,SK779,Other,NEK,NEK2,Y,Other_NEK__SK779_NEK2ps3,NA,,,NA,,NA,,,,,,,
NEK2ps2,SK749,Other,NEK,NEK2,Y,Other_NEK__SK749_NEK2ps2,NA,,,NA,,NA,,,,,,,
NEK2ps1,SK585,Other,NEK,NEK2,Y,Other_NEK__SK585_NEK2ps1,NA,,,NA,,NA,,,,,,,
NEK4ps,SK586,Other,NEK,NEK4,Y,Other_NEK__SK586_NEK4ps,NA,,,NA,,NA,,,,,,,
HRIps,SK632,Other,PEK,HRI,Y,Other_PEK__SK632_HRIps,NA,,,NA,,NA,,,,,,,
PLK1ps2,SK648,Other,PLK,PLK1,Y,Other_PLK__SK648_PLK1ps2,NA,,,NA,,NA,,,,,,,
PLK1ps1,SK554,Other,PLK,PLK1,Y,Other_PLK__SK554_PLK1ps1,NA,,,NA,,NA,,,,,,,
SgK384ps,SK522,Other,PLK,PLK2,Y,Other_PLK__SK522_SgK384ps,NA,,,NA,,NA,,,,,,,
SAKps,SK565,Other,PLK,SAK,Y,Other_PLK__SK565_SAKps,NA,,,NA,,NA,,,,,,,
SCYL2ps,SK714,Other,SCY1,,Y,Other_SCY1__SK714_SCYL2ps,NA,,,NA,,NA,,,,,,,
TLK2ps2,SK696,Other,TLK,,Y,Other_TLK__SK696_TLK2ps2,NA,,,NA,,NA,,,,,,,
TLK2ps1,SK751,Other,TLK,,Y,Other_TLK__SK751_TLK2ps1,NA,,,NA,,NA,,,,,,,
TLK1ps,SK563,Other,TLK,,Y,Other_TLK__SK563_TLK1ps,NA,,,NA,,NA,,,,,,,
Wee1ps2,SK737,Other,WEE,,Y,Other_WEE__SK737_Wee1ps2,NA,,,NA,,NA,,,,,,,
Wee1ps1,SK629,Other,WEE,,Y,Other_WEE__SK629_Wee1ps1,NA,,,NA,,NA,,,,,,,
Wee1Bps,SK545,Other,WEE,,Y,Other_WEE__SK545_Wee1Bps,NA,,,NA,,NA,,,,,,,
SgK050ps,SK571,RGC,RGC,,Y,RGC_RGC__SK571_SgK050ps,NA,,,NA,,NA,,,,,,,
KSGCps,SK544,RGC,RGC,,Y,RGC_RGC__SK544_KSGCps,NA,,,NA,,NA,,,,,,,
CGDps,SK635,RGC,RGC,,Y,RGC_RGC__SK635_CGDps,NA,,,NA,,NA,,,,,,,
PAK2ps,SK557,STE,STE20,PAKA,Y,STE_STE20_PAKA_SK557_PAK2ps,NA,,,NA,,NA,,,,,,,
STLK6ps1,SK631,STE,STE20,STLK,Y,STE_STE20_STLK_SK631_STLK6ps1,NA,,,NA,,NA,,,,,,,
MST3ps,SK706,STE,STE20,YSK,Y,STE_STE20_YSK_SK706_MST3ps,NA,,,NA,,NA,,,,,,,
MAP2K2ps,SK540,STE,STE7,MEK1,Y,STE_STE7__SK540_MAP2K2ps,NA,,,NA,,NA,,,,,,,
MAP2K1ps,SK347,STE,STE7,MEK1,Y,STE_STE7__SK347_MAP2K1ps,NA,,,NA,,NA,,,,,,,
TYRO3ps,SK708,TK,Axl,,Y,TK_Axl__SK708_TYRO3ps,NA,,,NA,,NA,,,,,,,
FERps,SK141,TK,Fer,,Y,TK_Fer__SK141_FERps,NA,,,NA,,NA,,,,,,,
RYKps,SK700,TK,Ryk,,Y,TK_Ryk__SK700_RYKps,NA,,,NA,,NA,,,,,,,
YESps,SK394,TK,Src,SrcA,Y,TK_Src__SK394_YESps,NA,,,NA,,NA,,,,,,,
FLT1ps,SK674,TK,VEGFR,,Y,TK_VEGFR__SK674_FLT1ps,NA,,,NA,,NA,,,,,,,
LIMK2ps,SK564,TKL,LISK,LIMK,Y,TKL_LISK_LIMK_SK564_LIMK2ps,NA,,,NA,,NA,,,,,,,
RAF1ps,SK325,TKL,RAF,RAF,Y,TKL_RAF__SK325_RAF1ps,NA,,,NA,,NA,,,,,,,
BRAFps,SK673,TKL,RAF,RAF,Y,TKL_RAF__SK673_BRAFps,NA,,,NA,,NA,,,,,,,
ARAFps,SK567,TKL,RAF,RAF,Y,TKL_RAF__SK567_ARAFps,NA,,,NA,,NA,,,,,,,
BMPR1Aps2,SK739,TKL,STKR,Type1,Y,TKL_STKR_Type1_SK739_BMPR1Aps2,NA,,,NA,,NA,,,,,,,
BMPR1Aps1,SK738,TKL,STKR,Type1,Y,TKL_STKR_Type1_SK738_BMPR1Aps1,NA,,,NA,,NA,,,,,,,
