all_gene1	three_prime_partners	num_three_prime_partners	five_prime_TCGA_Projects
CTF1	BCL7C	1	BRCA
GTF3C1	MIR762HG	1	BRCA
TIMM50	CTF1:IFNL1:SUPT5H	3	LIHC:BRCA:COAD
IGDCC4	AC135048.1	1	SKCM
BCKDK	HSD3B7	1	BRCA
SETD1A	PRSS36:Z93930.2:AC002429.2	3	ESCA:LIHC:LGG
PRSS8	PRSS36	1	ESCA
COL6A3	FUS	1	LUSC
LINC00665	ITGAM:LSM14A:AC016590.1:SPTBN4:AXL:ZNF841:CDH4:BAZ1B	8	OV:LUAD:THCA:BRCA
AMFR	ITGAM:FTO:AC005972.4	3	BRCA:SARC
SFRP1	ARMC5:AC087362.1	2	BRCA:CESC
BIRC7	ZNF200	1	SKCM
CLUAP1	ZNF75A:NAA60	2	HNSC:LUAD:PRAD
RAB11FIP3	NAA60:NME4:CREB5:PLEC	4	BRCA:ACC:UCEC
EME2	CLUAP1	1	PRAD
GLMP	LINC02167:CCT3:C1orf61	3	STAD:LIHC:ESCA
ZSCAN32	SLX4	1	BRCA
ZNF213-AS1	TRAP1	1	BRCA
APOE	TRAP1:KLK1	2	LGG:KICH
DNASE1	CREBBP	1	BRCA
TRAP1	ADCY9:AL158817.1	2	BRCA:OV
THBS2	NME4:TCTE3	2	BRCA
NOMO3	TFAP4	1	BRCA
TFAP4	CORO7	1	OV
PEX14	HMOX2:PGD:CENPS:EPHA2:PRG4:LINC01933	6	PRAD:BLCA:BRCA:UCEC:LUSC:MESO
HMOX2	CDIP1	1	LUAD
MRPS18A	CDIP1	1	UCEC
GPRC5B	C16orf96	1	BRCA
PDPK1	UBALD1	1	CESC
AC005736.2	UBALD1	1	ACC
PLEKHA6	AC023830.1:MT3:PIK3C2B:LRRN2:NUCKS1:LINC01358	6	ESCA:LGG:STAD:BRCA:SKCM:SARC
LIAS	VPS35:CNN1	2	ESCA:STAD
AC009119.2	MGRN1	1	PRAD
ORC6	VPS35	1	BRCA
UBN1	MGRN1	1	LUAD
KIAA1671	C16orf87:ZNF236:CNIH3:CRKL:SNRPD3:CHEK2:NF2:SEC14L2:EIF4ENIF1:NLN:HTR1E	11	BRCA:STAD:ESCA:COAD:PRAD:BLCA:CHOL:SARC:KIRP
KRI1	MGRN1:DNM2:CCDC151	3	STAD:OV:LUAD
NUP93	GPT2:GNAO1:MT4:MT1F:MT1H:THADA	6	BRCA:LGG:SARC:LUSC:UCS
LPCAT2	DNAJA2	1	COAD
KDM4C	AC018845.1:KLK7:ARMC2:PTPRD:AC017067.1:LINC01239:PHF24:RFX3-AS1:JAK2:INSL4:ERMP1:UHRF2:AL354707.1:DMRT3	14	ACC:LUAD:BRCA:PRAD:SARC:LGG:CESC:LIHC:OV:BLCA:LUSC:STAD:SKCM:TGCT
TOX3	ITFG1:PHKB:AC007610.2:CASC16:HEYL	5	BRCA:READ:STAD:LUAD
DNAJA2	ITFG1:LPCAT2:MCCC1	3	LUSC:COAD:ESCA
VPS35	PHKB:SLC6A2:TMEM189	3	BLCA:BRCA
ANKS3	SEPT12	1	ESCA
RSPRY1	LINC02133:NUP93:FAM192A:AC092634.8	4	LUAD:THYM:OV:BRCA
AATF	LINC02133:LIG3:AP2B1:PIGW:ACACA:PPP1R1B:GOSR2:SNAP25-AS1	8	BRCA:LIHC:SARC:OV:UCEC:LUAD
NTPCR	SMIM22	1	PRAD
GSE1	GLYR1:HSD17B2:CDH13:USP10:LINC02139:EMC8:AC092143.4:METTL23:NOTCH3:LBP:CNTFR:NONO	12	LUAD:BRCA:STAD:SKCM:HNSC:READ:SARC:OV
MIER3	ABCC12:KIF2A	2	PRAD:ACC
SKAP1	ABCC11:PSMD11:IKZF3:SP2:HOXB7:HOXB8:HOXB9:CALCOCO2:TMEM100:YPEL2:BCAS3:DNAH17:ZNF74:RBM6:NQO2:AC099342.1	16	BRCA:PAAD:OV:STAD:SKCM:KIRC
BIRC6	ABCC11:MYCNOS:MATN3:AC068490.1:BABAM2:SPAST:SLC30A6:RMDN2:SOS1:EML4:EPCAM	11	BRCA:BLCA:UCEC:SARC:OV:HNSC:STAD:PRAD
DDX19A	ABCC11:UTP4	2	LUAD:KIRC
WDR90	RAB11FIP3	1	STAD
TFDP2	LONP2:GK5:PLD1:LINC00578:COG5:LANCL2	6	SARC:LGG:BRCA:LUSC:HNSC
BUB3	SIAH1	1	BRCA
CALM2	SIAH1:COL6A2:AC106869.1	3	OV:LUAD
SEC14L4	SIAH1	1	BLCA
PTPRA	N4BP1:STK35:VPS16:CDK5RAP1	4	BRCA:LUSC:KIRP:COAD
NOA1	N4BP1:PPP3CA:ATP10D	3	BRCA:BLCA
HEATR3	C16orf78:CHRNB3	2	BRCA
ZCCHC14	AC007610.1:TERF2IP:IMPA2:SNX7	4	PRAD:STAD:BRCA
RGS17	AC007610.2:PDLIM5:MCHR2-AS1:VTA1:IPCEF1	5	LUAD:SARC:BRCA:STAD
NKD1	PAPD5:ADCY7:AC007493.1:FAM192A:AC105411.1:LINC02181:SPATC1L	7	STAD:BRCA:LIHC:SARC
GLYR1	C16orf89:VPS8	2	UCEC:STAD
RBFOX2	EEF2KMT:NTSR1:MED15:MYH9:CACNG2:TST:RAC2:LGALS2:MKL1:MPPED1	10	LIHC:BRCA:SKCM:UCS:OV:GBM:LGG
TBCA	LINC01571:AP3B1:LHFPL2:ARSB	4	STAD:THCA:BRCA:PAAD:ACC
ZNF519	C16orf97:PPP4R1	2	LUSC:ESCA
ABCC11	LINC02180	1	BRCA
INTS9	CASC16:MTMR9:KIF13B	3	READ:STAD:LUAD
NETO2	CHD9	1	BRCA
ACTN4	FTO:DAZAP1:CIB3:KIRREL2:APLP1:SPINT2:YIF1B:CATSPERG:RYR1:AC008649.1:MAP4K1:RPS16:AC011483.3:CAPZB:TXNDC12:MGST2:NIPAL2	17	BRCA:OV:LUSC:UCS:LUAD:LIHC:ESCA:STAD:GBM:PRAD:SARC
GNAO1	FTO	1	SARC
NLRC5	FTO:NUP93:FAM192A:CYB5B	4	ESCA:OV:HNSC
CABLES1	FTO:AC090912.1	2	BRCA:PAAD
MYO1D	LINC02169:LINC01563:SSH2:TMIGD1:ACACA:HNF1B:PLXDC1:ORMDL3:TEX2:AL031316.1:PLA2G6	11	BRCA:LUSC:STAD:CHOL:CESC:SKCM:LUAD
RNF166	CAPN15	1	STAD
GOT2	MMP2	1	SKCM
ZNF77	LPCAT2	1	BRCA
CRLS1	CES5A:SEL1L2	2	BRCA
HGS	GNAO1	1	LUSC
NUDT21	BBS2	1	BRCA:SARC
NCK2	NUP93:MRPS9:C2orf49:ACTR3:SFXN5:KDM4C	6	MESO:BRCA:STAD:KICH:OV:PRAD
AC009163.4	NUP93	1	COAD
CCDC113	CPNE2	1	CESC
FAM83E	FAM192A	1	UCS
BBS2	FAM192A:ADAT1	2	LGG:LUAD
USB1	CX3CL1:DRC7	2	PCPG:LUAD
COQ9	CCL17:AL157702.2	2	UCEC:BRCA
MMP15	DRC7:CDH5	2	STAD:BLCA
ERV3-1	KATNB1	1	OV
WDR59	KIFC3:CFDP1:PTGES3L-AARSD1:ASB9	4	SKCM:UCEC:LGG:LIHC:GBM
USP10	KIFC3:CDH13:ATP2C2	3	BRCA:LUSC:SKCM
KIFC3	CNGB1:CNOT1	2	LIHC:BLCA:THCA
PLLP	CNGB1	1	UCEC
CCDC102A	CNGB1	1	OV
ZFP90	USB1:CBFB:NUTF2:NFATC3	4	OV:SKCM:UCEC:STAD
PHACTR4	AC009135.2:EYA3:ATPIF1:SESN2:SCMH1:LRRC42:AC004522.2	7	OV:ESCA:LIHC:STAD
DOK4	AC092378.2	1	STAD
PAIP1	AC092378.1:FBXO38:NNT-AS1:FGF10	4	ACC:OV:LIHC:STAD
VAC14	CDH8:HYDIN:WWOX	3	SKCM:LUAD:BLCA
PRKCA	CDH8:NF1:TMEM100:RPS6KB1:RGS9:CEP112:PITPNC1:LINC00511:ST6GALNAC2:IGF2BP3:LINC00963	11	BRCA:BLCA:COAD:LIHC:STAD:LUAD:SKCM:KIRC:LUSC:LGG
TELO2	MCRIP2	1	OV
RASAL2	RHBDF1:COPA:ANKRD45:RABGAP1L:KIF14	5	SARC:PRAD:CHOL:BLCA:SKCM
FLNB	RHBDF1:CACNG2:APPL1:SLMAP	4	BLCA:OV:PAAD:ESCA:BRCA:LIHC
CPNE2	LINC00922:HS1BP3	2	SARC:GBM
MBTPS1	CDH5:TAF1C:COTL1:BX470209.1	4	UCEC:ESCA:SKCM
TERF2IP	CKLF:CMTM1:CKLF-CMTM1:AMY1A	4	SKCM:PRAD
CMTM4	DYNC1LI2:TRIM40	2	CESC:STAD
DYNC1LI2	NAE1	1	ESCA
CTCF	CA7:KIAA0895L:LRRC36:TANGO6:SPSB1:HNRNPDL	6	OV:ESCA:SKCM:STAD
BRD9	CBFB:CDK12:STARD3:TERT:OSMR:CEP72	6	LUSC:ESCA:SKCM
PSKH1	CBFB:TSNAXIP1:DAP	3	HNSC:CESC
ARL16	C16orf70	1	LUSC
SLC7A6	C16orf70:PLA2G15	2	UCS:UCEC
DOCK3	SLC9A5:SMARCC1:FAM212A:SLC38A3:CSNK1A1	5	PRAD:LUAD:LGG:STAD:SARC
DDX19B	KCTD19	1	KIRC
AP3D1	KCTD19:PLEKHF1	2	PRAD:STAD
ATP6V0D1	AGRP:DUS2	2	STAD:SKCM
NUTF2	TSNAXIP1	1	ACC
PLA2G15	NUTF2	1	BLCA
RANBP10	LCAT:AC040162.4:USP10:RRP15	4	LIHC:CESC:SARC:BRCA
SLC12A4	AC040162.4	1	OV
PRMT7	NFATC3:EXOC4	2	SKCM:SARC
HNRNPLL	NFATC3:SERTAD2	2	CESC:LGG
AC104109.3	CDH3:PDLIM4:CDKL3:PMPCA	4	LUAD:SARC:BRCA:STAD
LINC01841	CDH1	1	STAD
ZZZ3	CDH1:RAVER2:AK5:USP33:CLCA4:CXCL11	6	STAD:ESCA:CESC:UCS:BRCA:PRAD
KCMF1	CDH1:RPL13:RAB1A:DNAH6:PRKDC	5	COAD:BRCA:ACC:STAD
DEXI	CDH1	1	BRCA
CKLF	AC099314.1	1	SKCM
CKLF-CMTM1	AC099314.1	1	SKCM
VPS50	CDH1	1	BRCA
SNTB2	TANGO6:AC010547.3:CHST4	3	OV:LUSC:HNSC:BRCA
VPS4A	SNTB2	1	OV
COG8	TERF2	1	CESC:PAAD
AC099518.1	TERF2	1	OV
HNF4G	TERF2	1	ESCA
NQO1	NOB1	1	STAD
ZFHX3	WWP2:VAC14:ZNF821:C16orf47:C2CD6:GRSF1:ENY2	7	LUSC:PRAD:OV:COAD
SECISBP2	WWP2:NEDD4L:CKS2	3	STAD:LUAD:UCEC
PSMD7	AC009060.1:CD74	2	OV
TGIF1	AC012184.2:DDX19B:C9orf3	3	LUAD:HNSC
AARS	AC012184.3:ST3GAL2:COG4:CEP192	4	BLCA:BRCA:LUAD:ESCA
HSPA9	DDX19A:AL445231.1:KDM3B:ARL15	4	LIHC:PRAD:STAD:BRCA
IL34	ST3GAL2	1	LUAD
TERF2	COG4	1	BRCA
GIGYF2	COG4:SP2:ITSN1:TMEM163:AC007563.2:DIS3L2:ECEL1:CHRND:EIF4E2:EFHD1:NGEF:MROH2A:THAP4:C6orf52	14	STAD:UCEC:OV:PRAD:BRCA:GBM:TGCT:SKCM:LUSC:LGG:BLCA:READ
AC074051.2	RBFOX1	1	MESO
AFF1	RBFOX1:WWOX:DHRS13:GAST:PAQR3:GPRIN3:UBR5	7	PRAD:SARC:ESCA:UCEC:OV
SPG7	SF3B3:AC099508.2:ZFP1:GSE1:ZC3H18	5	LUAD:STAD:SKCM:BRCA
FAM83D	SF3B3:AP005203.1:TOP1:SPECC1L:NELFA	5	BRCA:SARC:STAD
STAT5A	VAC14	1	OV
COG4	VAC14:PMFBP1:MELTF	3	UCEC:SARC
CCNL1	VAC14	1	STAD
MCMBP	AC010547.5:AC004870.2	2	BRCA
CHST4	AC010547.3	1	BRCA
CAMTA1	CHST4:DHRS3:AL121992.1:THAP3	4	OV:LUSC:SKCM:BRCA
MAP9	TAT	1	LGG
IST1	AC009097.1	1	BRCA
BAHCC1	ZNF821:BAIAP2	2	STAD:LGG:SKCM
TMEM68	ZNF821:DPYS	2	PRAD
SERPINC1	HP:ALB	2	LIHC
TTC28-AS1_2	TXNL4B	1	STAD
AP1G1	PMFBP1:NT5DC1	2	STAD:OV
ZNF19	PMFBP1	1	THCA
AC004943.2	LINC01572:CFDP1:WWOX	3	STAD:BRCA:SARC
BRD8	AC009120.6	1	KIRP
GAS8	WDR59:SPIRE2:TCF25	3	THCA:BRCA:HNSC
FBXO31	ZNRF1	1	BLCA
CSDE1	RBFOX1:ZC3H18:AC243964.2:AL512638.2	4	OV:STAD:BRCA
RPS5	BCAR1:AC011523.1	2	STAD:PRAD
BCAR1	CFDP1:TMEM217	2	LIHC:STAD
TENM1	TMEM170A	1	PRAD
MLKL	ADAT1	1	BRCA
GPCPD1	ADAT1:TASP1:CASC20:ZNF385D	4	OV:UCEC
FA2H	KARS	1	ESCA
ZFP14	TERF2IP:AC008738.6	2	UCEC:STAD
CWC27	RBFOX1:PLPP1:MAST4-AS1	3	STAD:ACC:LUSC
LINC02170	MON1B:SYCE1L	2	PRAD
AC135050.3	ADAMTS18	1	STAD
PHF2	WWOX:WNK2:FAM120A	3	ESCA:BRCA
CFDP1	WWOX	1	BLCA
PLCG2	WWOX	1	LUAD
NXN	WWOX:ABR:AC015908.3:SLC43A2:TMEM97:WRAP53:AL365277.1:SPATA6	8	OV:CESC:LUAD:LUSC:ESCA:UCEC:PRAD:HNSC:BRCA:LGG
PARD3B	WWOX:SLC50A1:MAP4K4:TTC21B-AS1:AC092598.1:MYO1B:AC005037.1:VWC2L:TACC1	9	LUAD:STAD:HNSC:PRAD:BRCA:ESCA:KIRC:LUSC
PMPCB	WWOX:DNAJC2:PRKAR2B	3	STAD:ESCA:PRAD
NSMAF	AC092376.1:AC106744.2:DEPTOR:LETM2:TOX:CLVS1:AC011632.1	7	BRCA:KIRC:COAD:PRAD
KLHDC4	MAF:SLC7A5:SPG7	3	PRAD:BLCA:BRCA
CWC25	AC105411.1:C17orf98:LASP1:ERBB2:MED24:JUP:RETREG3:B4GALNT2:SLC35B1:PRKAR1A:LINC01658:LPCAT1	12	ESCA:OV:COAD:BRCA:THYM:LUAD:LGG
SERINC5	CDYL2:TTC39A:MYO10:PLPP1:LINC01948:PAPD4:THBS4:ZFYVE16:ADCY8:LINC01235	10	PRAD:SKCM:BRCA:ESCA:LUSC:KIRC
BSDC1	AC099313.1:HDAC1:ZBTB8OS:YARS	4	BLCA:LUSC:STAD:BRCA
MON1B	LINC02170	1	PRAD
CDYL2	LINC02170:CMC2:VEPH1	3	PRAD
RBPJ	C16orf46:ZCCHC4:SMIM20	3	PRAD:STAD:LGG
VDR	AC092718.6	1	THCA
CMIP	AC092718.6:BCO1:GAN:CDH13:UBE2G1:SUGP2	6	OV:BLCA:LIHC:STAD:SARC:COAD:UCEC
AC012184.3	BCO1	1	STAD
RABGEF1	CMIP:CPED1	2	LUSC:SARC
ACSF3	AC092142.1:MYH7B:ZNF483	3	STAD:LUAD:SARC
GPT2	HSD17B2	1	LUAD
ATP2C2	CDH13	1	STAD
AKTIP	COTL1	1	LGG
CTNNA1	COTL1:SCUBE1:EPB41L4A-AS1:PKD2L2:WNT8A:EGR1:CYSTM1:SLC38A9:LINC01332	9	PRAD:STAD:SKCM:UCEC:ESCA:SARC:LUAD:OV
ZDHHC7	USP10:C16orf74:NPHP3-ACAD11	3	SKCM:LUAD:UCS
RPL28	GSE1:HNRNPH1	2	LUSC
SLC7A5	GSE1:CA5A	2	SKCM:LGG
MINOS1	GSE1:DENND2C:AL590644.1:PADI1:PQLC2	5	ACC:SKCM:STAD
GINS2	C16orf74	1	BRCA
C16orf74	EMC8	1	HNSC
MUC5AC	IRF8	1	ESCA
CRNDE	IRF8	1	PRAD
CYBA	LINC02132	1	LUSC
UNC5C	LINC01082:VTA1	2	MESO:UCEC
CANX	LINC01082:ZNF354B:RUFY1:TBC1D9B:RACK1	5	BRCA:BLCA:ESCA:TGCT:SARC:STAD
DEF8	FBXO31	1	LUAD
RUSC2	ABAT:SHB:PNMA6E	3	LGG:BLCA:ACC
BANP	JPH3:SF3A3	2	SKCM:PRAD
ZNF276	JPH3	1	OV
TCF25	ZC3H18:SPATA33:ZNF276:SPIRE2:KDM3A	5	LIHC:BRCA:LGG:UCEC:OV
TLDC1	CYBA	1	LUSC
SHANK3	AC022167.4:MAPK1:LARGE1:BAG4	4	STAD:SKCM:BRCA
ALG12	CDT1:AP000345.3:ZBED4	3	PRAD:BLCA:LUSC
UCKL1	GALNS:TXN	2	OV:BRCA
CBFA2T3	ACSF3	1	SKCM
RAB1A	ANKRD11:NRXN1:SPRED2:C7orf50:PHTF2	5	OV:BLCA:BRCA:STAD
AC116552.1	AC092120.1	1	OV
CDK10	SPG7	1	LUAD
SPATA33	DPEP1	1	BRCA
AL117339.5	CHMP1A:PIP5K1B	2	BRCA
HTATIP2	CHMP1A	1	HNSC
ZC3H18	CHMP1A:EPB41L4A-AS1:AC090809.1	3	GBM:STAD
CD200	CHMP1A	1	KIRP
DEK	CHMP1A:NUP210L:KIF25	3	BRCA:BLCA
SEMA3C	CHMP1A:CNTNAP2:AUTS2:CD36	4	ESCA:BRCA:LUSC:PRAD
LINC01606	CHMP1A	1	SKCM
RBBP4	SPATA33:KHDRBS1:HIVEP3	3	ESCA:BRCA:OV
VPS9D1-AS1	CDK10	1	OV
SPATA2L	FANCA	1	LUSC
AC135782.1	FANCA	1	OV
CHMP1A	SPIRE2	1	GBM
CAPN10	TCF25	1	OV
SPPL2B	AC092143.4:GALK1:MUM1:DOT1L:RPS14	5	COAD:UCEC:BLCA:SARC
RBCK1	AC092143.4:MYO18A:FAAP20:TRIB3	4	KIRC:LIHC:READ:OV
HELZ2	AC092143.4:SOX18	2	STAD:OV
FAM122B	AC092143.4:KLK1:GPC4	3	COAD:BRCA
FANCA	AC092143.2	1	BLCA
NAT8L	DBNDD1	1	GBM
AL138752.2	GRIN2A	1	LGG
SENP2	ABR:ANKRD27:VPS8:MAP3K13:LIPH:MSH5-SAPCD1	6	BLCA:LUSC:ESCA:UCS:BRCA:LGG:ACC
PAFAH1B1	ABR:VPS53:CTDNEP1	3	SKCM:OV
SENP3-EIF4A1	ABR	1	COAD
SEMA5A	MYHAS:TGIF2-C20orf24:TMX4:RBFOX2:DAP:SLC6A19:BASP1:NNT-AS1	8	BLCA:SARC:KIRC:SKCM:KIRP
MAP2K4	MYH3:DNAH9:CD79B:PSMD12:NIPSNAP1	5	OV:ESCA:BRCA:HNSC
MACF1	SHISA6:FAM129A:INPP5B:RHBDL2:AKIRIN1:NDUFS5:FOXJ3:FAF1:PATJ:BRAF	10	SARC:OV:LUSC:HNSC:ACC:BRCA:PAAD:STAD:THCA
NLGN4Y	SHISA6:VAMP7	2	SARC:HNSC
MPDU1	DNAH9:AC113189.2:GLP2R:GUCD1	4	SARC:PRAD:BLCA
HCG18	MAP2K4:TINAG	2	GBM:LUAD
ARHGAP44	MAP2K4:LINC00670:ZSWIM7:C17orf78:DNAH2	5	SARC:STAD:PRAD:BRCA
PGAP3	MYOCD:STARD3:ERBB2:IKZF3:TOP2A:KRT222:KRT23:AC004231.1:IFI35:BPTF:PTPN12:LRRC6	12	BLCA:STAD:ESCA:CESC:BRCA:READ:OV
GABARAP	MYOCD	1	BRCA
RPL38	AC005358.2:FAM193A:AC021744.1	3	UCEC:PRAD:PCPG
SLFN13	ARHGAP44	1	CHOL
ZNF180	YWHAE	1	LUSC
GLOD4	YWHAE:PITPNA:NPLOC4:NXN	4	CESC:PRAD:SARC:OV
IP6K2	YWHAE:PTPRS:PRKAR2A:RHOA	4	STAD:OV:UCEC:BRCA
PMP22	COX10-AS1:DDR2	2	SARC
DNMT3A	AC005304.3:ZADH2:NCKAP1:DTNB:GTF3C2	5	OV:SKCM:KIRP
TRIM16	COX10-AS1	1	SKCM
RABEP1	CDRT8:PIGL:ASPA:MINK1:RNF167:ZFP3:AC087500.1:NUP88:AL049569.1:RORB	10	BRCA:LUSC:PRAD:HNSC:ESCA:LUAD:SARC
NBEAL2	PITPNA-AS1:AL589765.4:TMC2	3	MESO:ACC:BRCA
TAX1BP3	PMP22:NCBP3	2	OV:LUSC
COPS3	TEKT3	1	BRCA
PTPN12	TEKT3:PSMB1:AC006012.1:RHBDD2:CCDC146:AC004921.1:DYNC1I1:ADGRB1	8	BRCA:STAD:ESCA:BLCA:SKCM:LGG
MYO1C	PITPNA:SLC43A2:SMTNL2:LINC01160	4	PAAD:ESCA:UCEC:OV
FERMT1	TVP23C-CDRT4:RBBP8:MCM8	3	BRCA
CRK	PITPNA:SLC43A2:AC023389.1:STX8:GTF2I	5	STAD:OV:SKCM:LUSC:LIHC
PIGL	TBC1D26	1	BRCA
ZSWIM7	NCOR1	1	THCA
PITPNA	SLC43A2:PRPF8:LLGL2:AC020911.2	4	KIRP:LUSC:CESC:OV:STAD:LIHC
RNF167	PIGL	1	BRCA
SLC43A2	SCARF1:SMG6:AC099805.1	3	BRCA:BLCA
TTR	UBB	1	LGG
AKT2	RILP:UPF1:YIF1B:MAP3K10:SERTAD1:ZNF576:SMIM17:CXCL11:MAP3K7	9	OV:LGG:UCEC:LUSC:BRCA:THCA:SARC
BAP1	RILP:TCEA3:AZIN1-AS1	3	MESO:LIHC
AC087500.1	PRPF8:PER1:C1QTNF3-AMACR	3	SARC:PRAD
ZZEF1	AC098850.4:SMG6:ANKFY1:UBE2G1:NLRP1	5	BRCA:KIRC:BLCA:STAD
TNFRSF13B	MPRIP	1	SARC
XBP1	MIR22HG	1	PRAD
FLCN	COPS3	1	SARC
LPIN2	COPS3:MYOM1:AP005329.1:DLGAP1:SLC39A6:TRAT1	6	OV:LIHC:LUAD:ESCA:BRCA
BACE2	WDR81:SERPINF2:WRB:TMPRSS2:AL591242.1	5	STAD:PRAD
RGS4	SERPINF2	1	PCPG
RECQL	PEMT:ULK2	2	BRCA
LRRC75A	PEMT	1	BRCA
NADK	TOM1L2:GNB1:CFAP74:HNRNPR:MROH1	5	STAD:HNSC:THCA:OV:LGG:THYM
NUP214	TOM1L2:C17orf58:EXOSC2:ABL1:AIF1L:CACNA1B	6	BRCA:PRAD:LUAD:ESCA:OV
GRAMD4	DRC3:TNFAIP8L1:FBLN1:ATXN10:AL021392.1	5	UCS:ESCA:OV:STAD
GID4	DRC3:FDXR	2	OV:BRCA
ATPAF2	DRC3	1	BLCA
ALKBH5	GID4:NUF2	2	CESC:SARC
ZNF286B	ALKBH5	1	BRCA
KIAA0100	ALKBH5:FAM222B:SEZ6:MYO18A:ERBB2:CRHR1:TEX14:PITPNC1	8	LUSC:OV:STAD:ESCA:CESC:BRCA
MYO15A	TOP3A	1	BRCA
FLII	TOP3A	1	BRCA
INPP5K	RPA1	1	CHOL
DPH1	RPA1:SCUBE1	2	STAD:KIRP
MED31	FBXW10	1	SKCM
PIGZ	PRPSAP2:MELTF	2	PRAD:BRCA:ESCA
ZNF343	PRPSAP2:CSNK2A1	2	LUAD:BLCA
SGSM2	EPN2:SRR:PTK6	3	BLCA:CESC:STAD
PAK4	B9D1:LSM4:SPINT2:CATSPERG:CYP2A6:MROH7-TTC4:CD24:RPGR	8	PAAD:OV:BRCA:STAD:UCS
RLF	RTN4RL1:GPATCH8:SFPQ:NDUFS5:EBNA1BP2:DCTN1:SLCO2A1	7	LIHC:PRAD:BRCA:STAD:OV
B9D1	MFAP4	1	BRCA
NT5C3B	AC004448.5	1	BRCA
SPAG5	SLC47A1:LINC02002:SDF2:FAM222B:BLMH	5	BRCA:SKCM:SARC
SLC30A6	ALDH3A2:GNA11:BABAM2:ACTR2	4	PCPG:PRAD:OV
ORAI2	SLC47A2:CUX1	2	PAAD:LGG
ALDH3A1	ULK2:MYH9	2	LUSC
APOL2	ULK2:SCUBE1	2	LUSC:UCEC
NAA38	AKAP10:RABEP1	2	SARC:BRCA
SLC16A3	AKAP10	1	LUAD
RIMS4	AKAP10:STK4-AS1	2	OV
NOTCH3	SPECC1:CACNA1A:EPHX3:BRD4:LINC01791:HOXD11:AL158055.1	7	READ:SARC:ESCA:CESC:OV:BLCA
SRR	DPH1:NDEL1	2	BLCA:SARC
SMURF1	CDRT15L2:CFLAR:DNAJC2:SLC26A5:CDK14:KPNA7:PDAP1:ATP5J2-PTCD1:FAM200A:TRIM4:GJC3:AZGP1	12	LIHC:ESCA:LUAD:STAD:BRCA:OV:LGG:BLCA:HNSC
RASL10B	USP22	1	BRCA
EXOC7	USP22:TLK2:FOXJ1:ACHE	4	BRCA:LUAD:OV
TOM1L1	TMEM11:AC022706.1	2	BRCA:ESCA
TMEM11	NATD1:UBAP1	2	ESCA:HNSC
MYDGF	MAP2K3:FAM187B	2	SARC:LGG
PELO	KCNJ12	1	STAD
TIMM22	C17orf51	1	SARC
MMP28	KCNJ18	1	LUAD
MED24	LINC02002:SSH2:AC023389.1:ERBB2:NR1D1:SLC4A1:CEP95:CEP112:LINC00469	9	BRCA:ESCA
RAP1GAP2	SGSM2:TEKT1	2	BRCA:OV
FAM189B	WSB1	1	ESCA
MINK1	RAP1GAP2:SPNS2:ALOX12:LINC01237:USO1:NQO2:MROH6	7	STAD:COAD:HNSC:LIHC:LUAD
STAT3	NOS2:CAVIN1:TPM3:C1orf43:ZFPM2	5	ESCA:SKCM:BRCA:STAD:LIHC
TTLL6	NOS2	1	ESCA
CRLF3	AC005697.2:LINC02210-CRHR1:OPA3	3	BRCA:SKCM
NMT1	NLK:NME1:PPP1CB	3	LGG:LUSC:STAD
ARHGAP23	NLK:RPL23:STARD3:PNMT:CCR7:GOSR2:TEX14	7	BRCA:ACC:READ:BLCA
WRB	NLK	1	BRCA
PDLIM5	AC061975.4:MTERF4:SHISA5:AF250324.1:ART3:SMARCAD1:BMPR1B-AS1:AC034154.1	8	SARC:ESCA:BRCA:HNSC:LIHC:LGG
TMEM97	IFT20:BLMH	2	BRCA:PRAD
TNFAIP1	POLDIP2:AATF	2	BRCA
RARA-AS1	POLDIP2	1	BRCA
IFT20	VTN	1	HNSC
FAM217B	SLC13A2:PRPF6	2	BRCA
HDAC5	SLC13A2:ASB16-AS1	2	THYM:STAD
PIGS	SPAG5:RBFOX3	2	BLCA:LUAD
PPM1E	SPAG5:VMP1	2	BRCA
SPTBN1	SPAG5:STX8:ARHGEF11:AP000282.1:AC073283.2:C2orf73:ECI2	7	STAD:SKCM:PRAD:BRCA
DNAJC7	AC005726.2:GHDC:CCR10:TBCD	4	SARC:OV:COAD
RPL19	KIAA0100:CCL11	2	BRCA
UBE2Z	AC005726.3:MRPL45:ZNF652:UTP18:TRIM37:GGA3	6	BRCA:KIRC:OV
RETREG3	KIAA0100:AP2B1:MAP3K13	3	SARC:ESCA:LUAD
BCL2L2	SDF2	1	STAD
YPEL2	SDF2:ATP5G1:UBE2Z:BPTF:LINC01483:HSPA12B	6	BRCA:PAAD
TRAF4	SUPT6H:FASN:AC104521.1	3	BRCA:LGG:UCEC
SNF8	PROCA1	1	BRCA
TLCD1	NEK8:CRYBA1	2	LUAD:UCS
LLGL2	FAM222B:AP2B1:CA10:TANC2:TMEM104:EXOC7:PRPSAP1	7	ESCA:BLCA:BRCA:OV:LIHC
FBXL18	PHF12:WDR83OS:ELFN1:ACTB:RNF216	5	ESCA:GBM:SKCM:OV:BRCA
