all_gene2	five_prime_partners	num_five_prime_partners	three_prime_TCGA_Projects
SUGCT	ZBED4:HIBADH:BRAF:GLI3:ZPBP:NPSR1:BLVRA:CCM2	8	LUAD:GBM:THCA:KIRC:LUSC:STAD:PRAD:BRCA
GLI3	SEPT7:ATF7:MBNL2:THOC1	4	LUAD:ESCA:LUSC:SARC
AC005537.1	TMED4	1	GBM
HECW1	TRA2A:ATP11B:STK17A:COA1	4	BRCA:PRAD:ESCA:GBM
STK17A	RPN2:BLVRA	2	BRCA
COA1	HECW1	1	GBM
BLVRA	COA1:GPS1:ABCA13	3	OV:UCEC:LUSC
MRPS24	COA1	1	BRCA:OV
UBE2D4	GLI3	1	HNSC
AEBP1	COL3A1	1	OV
POLD2	GTF2IRD1	1	UCS
GCK	EIF2AK1:POLD2:UMAD1	3	LIHC:SKCM
CAMK2B	SNHG26:RALA	2	SARC:BLCA
NUDCD3	CNOT6L:URGCP:IFNGR2	3	STAD:BRCA:PAAD
DDX56	CDK13	1	BLCA
OGDH	CCM2:POLM	2	STAD:BRCA:SKCM
CCM2	COBL:NAALADL2	2	STAD
IGFBP3	ITGB1	1	KIRC
AC023669.1	FAM126A	1	LGG
AC011294.1	ZNF736	1	READ
AC004870.4	IGFBP3:AUTS2	2	BLCA:OV
AC004870.2	MCMBP:KNSTRN	2	BRCA:STAD
TNS3	HARBI1	1	LGG
PKD1L1	TNS3	1	OV:SKCM
C7orf57	SHANK2	1	BRCA
UPP1	URGCP	1	LUSC
ABCA13	URGCP:C2CD3	2	LUAD:BRCA
AC091770.1	ESYT2:TNS3:COBL:EGFR	4	OV:HNSC:LGG
MMD2	C7orf50	1	PRAD
VWC2	RNF138:PTPRR:AC090912.1:TYW1B:CASD1	5	OV:LGG:LUSC:KIRP:GBM
ZPBP	RALA	1	LUSC
C7orf72	TBL1XR1:VPS41:MRPL32:EGFR:ZNF716	5	PRAD:LUAD:STAD:LGG
IKZF1	SEC61G:DCUN1D4	2	LGG:SARC
GRB10	EGFR	1	BLCA
COBL	KBTBD2	1	BLCA
SLC29A4	SDK1	1	BLCA
AC009468.2	EGFR:TPST1	2	BRCA:LGG
LINC01446	MAL2:COBL:ERICH1	3	BRCA:PRAD:STAD
FBXL18	TNRC18	1	STAD:LIHC
LINC01445	PPM1H:EGFR:LANCL2	3	OV:LGG:GBM
VSTM2A	BMT2:LANCL2	2	KIRP:BRCA
AC011228.1	LEMD3:EGFR:LANCL2	3	LGG:GBM
SEC61G	EGFR	1	CESC
AC074351.1	FRS2:EEPD1:EGFR:VOPP1:ZNF713:AC092647.5	6	LGG:GBM
EGFR	RHBDD2:ATXN7L1:CDHR3:TCEA1:SEC61G:MDM2	6	BLCA:STAD:LUSC:GBM
PRKAR1B	MAD1L1:OTUD5:ZFX	3	ESCA:OV:STAD
EGFR-AS1	SDK1:LANCL2	2	GBM:STAD
AC073324.2	ANKRD10:PATJ:SEC61G:EGFR:LANCL2	5	GBM:LUSC:LUAD
ACTB	GANAB:ARF3:COL18A1:ALDH2:TMEM18:TNRC18:FBXL18	7	PRAD:ESCA:LUAD:ACC:DLBC:LUSC:OV:BRCA
LANCL2	ZNF713:TFDP2:DIDO1	3	GBM:BRCA:ESCA
VOPP1	EGFR:MTERF1:VPS41:HUS1:ZNF679	5	HNSC:STAD:GBM:OV:ESCA:LUAD
AC099681.1	AP000487.1	1	BRCA
SEPT14	EGFR:COBL:SUMF2:LANCL2	4	GBM:HNSC:LGG
NIPSNAP2	NINL:SUMF2	2	LUAD:UCEC
PSPH	NIPSNAP2:TNS3	2	LUSC:LUAD
CCT6A	DSTN:SUMF2	2	BRCA:LUSC
PHKG1	PSPH	1	BRCA
CHCHD2	PSPH:SEC61G	2	KIRC:GBM
RNF216	USP6NL:TNRC18:CAPRIN1:FBXL18:LINC00476:MTHFD1L	6	OV:LUAD:GBM:BRCA:UCEC:STAD:ESCA:HNSC
RSPH10B	RNF216	1	BRCA
PMS2	RNF216:ACTB	2	BLCA:KIRC
AIMP2	PMS2	1	LUAD
EIF2AK1	RNF216:FSCN1	2	KIRC:BLCA
USP42	CREB5	1	BRCA
CYTH3	TNRC18:TP63	2	STAD:HNSC
AC092634.8	RSPRY1	1	BRCA
LINC01005	AUTS2	1	LGG
DAGLB	CYTH3	1	OV
KDELR2	SNX8:CYTH3	2	LUSC:BLCA
ZNF138	DLK1	1	ACC
ZNF273	SEMA3A	1	GBM
ERV3-1	ADAMTSL1	1	LUSC
ZNF92	SH3KBP1	1	SARC
VKORC1L1	TPST1	1	LUAD
GUSB	BZW2:VKORC1L1:TAPBP	3	LAML:BRCA
CRCP	TYW1	1	LAML
TPST1	TYW1:WARS2:NFE2L3:ZSCAN25	4	BRCA:HNSC
RABGEF1	TYW1:ANO6:TAX1BP1	3	BLCA:OV:MESO
TMEM248	CDK5RAP1:RALY:TYW1	3	OV:ESCA:BRCA:LUAD
TYW1	LIMK1:AC004951.4:TRA2A	3	SARC:STAD
AC093655.1	AUTS2	1	LGG
AC006012.1	PTPN12	1	BRCA
AUTS2	KMT2C:SEMA3C:EZH2:POM121	4	BRCA:LUSC
WBSCR17	TYW1:ALG5	2	PRAD:BLCA
CALN1	PAPD7	1	STAD
C1GALT1	AC005532.1	1	BLCA
TYW1B	CALN1:URI1:PODXL:UBE3C	4	ACC:OV:BRCA:SARC
AC005532.1	GLCCI1	1	UCEC
BAZ1B	POM121:PYGO1:LINC00665:TYW1B	4	ESCA:HNSC:OV:PRAD
BCL7B	BAZ1B	1	LIHC
TBL2	PEX1	1	SKCM
MLXIPL	NRF1	1	PRAD
BUD23	GTF2I:TMEM120A	2	STAD:GBM
CLDN3	RPL13A	1	OV
COL28A1	CCDC124	1	OV
CLDN4	ADAP1	1	ESCA
METTL27	LRP6	1	LIHC
AC005056.1	TYW1B:SUN1	2	STAD:OV
ELN	SLMAP	1	BRCA
LIMK1	CLIP2	1	STAD:ESCA
EIF4H	GTF2I	1	OV
CLIP2	MTMR3:KMT2C	2	UCEC:BRCA
GTF2IRD1	COL26A1:KMT2C:ELF2:TRIM73	4	ESCA:HNSC:OV:LUSC
GTF2I	CRK	1	LIHC
RCC1L	MON2	1	LUSC
DNAAF5	GET4:COX19	2	CESC:DLBC
HIP1	SLC20A2:TMEM60:RCC1L	3	BRCA:ESCA:STAD
MIOS	NAV3:TRPS1:SEL1L:UMAD1:AC007161.3	5	SARC:OV:CESC
CCL26	SBNO2	1	OV
RHBDD2	MYH10:PTPN12:RSBN1L:PHTF2	4	SKCM:ESCA:OV
POR	DTX2:LINC01004	2	PRAD:BLCA
TMEM120A	MICALL2:RBM33	2	COAD:READ:ESCA
STYXL1	GSAP:ATF7IP2:CKAP4:AL080276.2:CAPZA2	5	GBM:OV:LUAD:ESCA
HSPB1	ILVBL	1	LUSC
YWHAG	GTF2IRD1	1	OV
RPA3	INVS	1	UCEC
ZP3	DTX2	1	HNSC
DTX2	KLF13:ATXN7L1	2	OV:BRCA
AC007161.3	TRA2A	1	BRCA
UMAD1	MYB:SDR39U1:LINC01967:GLCCI1	4	BRCA:HNSC:UCEC
CCDC146	TGFBRAP1:PTPN12	2	HNSC:BLCA:SKCM:STAD
AC004921.1	PTPN12	1	STAD
PTPN12	PHTF2:GSAP:RSBN1L:PGAP3:ZCCHC8	5	UCEC:OV:LUAD:HNSC:MESO:THCA
APTR	PPP6R3:MLXIP:AC156455.1	3	OV:MESO
RSBN1L	PHTF2:LINC-PINT:BET1	3	OV:BRCA:STAD:LUSC
PHTF2	RAB1A:NSD2:PCLO	3	BRCA:HNSC:TGCT
MAGI2	PILRB	1	BRCA
MAGI2-AS3	MPP5	1	BRCA
GLCCI1	SNX13:ST3GAL3:EIF2AK1	3	BLCA:PCPG:LGG
GNAT3	RSBN1L:LIMK1	2	SKCM:SARC
CD36	SEMA3C:FSCN1:PVT1	3	LUSC:GBM:PRAD:UCS
ICA1	SEPT7:SUN1	2	COAD:LUSC
HGF	RSBN1L:ICA1	2	SKCM:BLCA
AC006145.1	MAGI2	1	LUSC
CACNA2D1	HGF:ETV1:AC006001.2	3	SARC
PCLO	CDK14:CNOT2:LMTK2	3	STAD:SARC:LUSC
SEMA3A	NFIX:UBE2E2:SYNCRIP	3	SARC:LGG:OV
SEMA3D	CDK6:DMTF1	2	STAD:LGG
LINC00972	RBM28	1	LUAD
KIAA1324L	SRPK2	1	HNSC
SUN1	MAFK	1	PRAD
DMTF1	TYW1:BAIAP2L1	2	ESCA:COAD
TMEM243	GLI3	1	LGG
CROT	GLI3:PRRG4	2	LUSC:LIHC
ABCB1	XRCC5:CAPZA2	2	LIHC
NXPH1	MYLK:RAF1:LINC00265	3	KIRC:BLCA:LUAD
RUNDC3B	ZNF3	1	LUAD
ADAM22	ZC3HC1:CRCP:SLC25A40	3	KIRP:CESC:PRAD
STEAP4	CD36	1	BRCA
GET4	INTS1	1	PRAD
GTPBP10	SLC25A13:METTL25	2	SARC
CDK14	AKAP9:MKLN1:PCLO:RBM33:SMURF1:OCLN:CBX3:ANKIB1	8	PRAD:SKCM:STAD:OV:LUSC:BLCA
AC002456.1	COX6C	1	LUSC
AC079760.2	CDK6	1	STAD
MTERF1	APOO	1	ESCA
AKAP9	ANKIB1:ZNF227:SND1	3	BRCA:STAD:ESCA:KIRP:LIHC
CYP51A1-AS1	PPP1R9A	1	GBM
ANKIB1	CELF1:CLIP2:CYP51A1:PPP1R9A:BAIAP2L1:TRRAP:CDK6	7	LGG:ESCA:GBM:LUSC:STAD
AC007566.1	KRIT1	1	STAD
PEX1	ANKIB1:RAI1:LANCL2	3	STAD:PRAD:GBM
RBM48	TBK1:PSMG3-AS1	2	ESCA:BRCA
CDK6	KRIT1:BICD1:FAM133B:APTR	4	ESCA:LUAD:KIRC:LUSC:OV
AC002454.1	ATXN7L1	1	STAD
VPS50	TRIM2:ZNF727:GNGT1:CDH1:PRKAG2	5	STAD:BLCA:BRCA
ADAP1	EIF4B:MIOS	2	STAD:BRCA
CALCR	ANKIB1	1	STAD
GNGT1	KRIT1:FASTK	2	GBM:LGG
BET1	COL26A1:PHTF2	2	LUAD:BLCA
AC003092.1	JAZF1:PPFIA1	2	GBM:TGCT
COL1A2	PEG10:POSTN	2	BRCA
CASD1	MSH5	1	BRCA
PEG10	CBFA2T2	1	STAD
AC002429.2	H2AFV:BAIAP2L1:SETD1A:PCSK2	4	GBM:ESCA:LGG:PCPG
PPP1R9A	WBSCR17:AC004922.1:FOXO3:FRS2	4	GBM:BLCA:BRCA:STAD
PON2	AKAP9	1	GBM
ASB4	RAI14:ADAM22	2	LUAD:KIRP
DYNC1I1	MET:IMMP2L:PTPN12	3	BRCA:GBM:LGG
SLC25A13	ART3:EXOC4:CD2AP	3	LUSC:BRCA:READ
SEM1	CTNNB1:SLC25A13:FAM107B:NRCAM:PNPLA8:LIMK1:CDK6	7	BLCA:HNSC:SKCM:OV:STAD:SARC
DLX6-AS1	NRCAM:DYNC1I1:SEM1	3	SKCM:LUSC
ASNS	UBAC2	1	LIHC
OCM2	ANKIB1	1	STAD
LMTK2	ANKIB1	1	LUSC
BRI3	TRRAP:KRIT1	2	PRAD:ESCA
BAIAP2L1	SETD2:CYP51A1	2	BLCA:BRCA
TRRAP	ZNF655:ARPC1A:ARPC1B	3	OV:PRAD:UCEC
AC004893.2	AC004922.1	1	BRCA
KPNA7	TMEM130:SMURF1	2	BRCA:LIHC
AC004922.1	HIPK2:AGFG2:SFTPB	3	SKCM:LUAD
ARPC1B	BRI3:ZSCAN25	2	HNSC:STAD
PDAP1	SMURF1	1	BRCA
ATP5J2-PTCD1	SMURF1:ACAP2:GLB1:KDM7A	4	ESCA:OV:BRCA:SKCM
CPSF4	HIPK2	1	ESCA
ZNF789	PDAP1	1	UCS
ZKSCAN5	HIP1	1	BRCA
FAM200A	SMURF1	1	OV
AC005020.2	RAI1	1	PRAD
TMEM225B	RAI1	1	PRAD
CYP3A5	FAM200A:RHBDD2	2	ESCA:STAD
CYP3A4	FNIP1	1	LIHC
CYP3A43	PPP1R9A	1	GBM
TRIM4	STXBP2:SMURF1	2	LIHC:LGG
GJC3	AGFG2:YAE1D1:SMURF1	3	PRAD:CESC:LGG
AC004522.2	PHACTR4:ZSCAN21	2	STAD:OV
AZGP1	CYP3A5:SMURF1	2	LIHC:BLCA:HNSC
RGS22	PVT1:COX6C:AF117829.1:AP001207.3:NIPAL2:VPS13B	6	BRCA:LUSC:SARC:BLCA:STAD
POLR2K	SUMO2:SPAG1:GRHL2:SDC2:STK3	5	OV:STAD:BRCA
SPAG1	TRPS1:SNX31:AC068189.2	3	BRCA:BLCA
RNF19A	AZIN1:NIPAL2	2	SKCM:BRCA
AP003472.1	RNF19A:IKBKB	2	BLCA:SARC:UCEC:HNSC
ANKRD46	RNF19A	1	BLCA:STAD:LUSC:BRCA
SNX31	TM7SF3:RGS22:PVT1:PPIF:RNF19A:MTDH	6	LIHC:OV:ESCA:BLCA:STAD:CESC:BRCA
PABPC1	SNX31:COX6C:RBM38:RNF19A	4	BLCA:BRCA
YWHAZ	JMJD1C:ARHGAP35:CACNB4:FNTA	4	PRAD:BRCA:PCPG:UCEC
FLJ42969	GRHL2:AC068587.6:PVT1	3	OV:ESCA:BLCA
ZNF706	PABPC1:YWHAZ:STK3:OCLN	4	UCEC:STAD:CESC:BLCA:LUSC
AP001330.2	YWHAZ	1	STAD
AP001330.1	GRHL2	1	LUAD:BRCA:BLCA
AP001208.1	UBR5	1	BLCA
AP001208.2	PVT1	1	UCS:ESCA
AP001207.3	URB2:RNF19A:PABPC1:YWHAZ:ZFPM2:OXR1	6	LUSC:STAD:BRCA:BLCA:PRAD
GRHL2	RITA1:TMPRSS2:TP53BP2	3	HNSC:PRAD:OV
NCALD	HEATR5B:ANKRD46:GRHL2:NCOA2:YWHAZ	5	SKCM:BLCA:UCEC:BRCA:STAD:PRAD
MSRA	PINX1	1	STAD
UBR5	NCALD:RIMS2:C8orf37-AS1:AFF1	4	UCEC:BLCA:BRCA:OV
AP002852.2	UBR5	1	BLCA
ODF1	TTC28:ANKRD46:UBR5:RIMS2	4	LUAD:BLCA:BRCA
KLF10	ARHGEF7:PDXK	2	BLCA:ESCA
AP002851.1	AZIN1:HPN	2	COAD:BRCA
AZIN1	AL354761.2:AC011448.1:YWHAZ:MRPS28	4	BRCA:ESCA:LAML
AZIN1-AS1	CD59:BAP1:ATP6V1C1	3	OV:LIHC:ESCA:HNSC
AP003354.2	YARS2:FMN2:AZIN1	3	PCPG:LGG:SKCM
ATP6V1C1	AZIN1:RIMS2	2	SKCM:ESCA
BAALC-AS2	VPS13B	1	BLCA
BAALC-AS1	YWHAZ:STK3:RRM2B:WWP1:MSRA:ZHX2	6	BRCA:LGG:ESCA
BAALC	HOOK3:RSU1:GRHL2:RIMS2	4	BLCA:LUAD:BRCA:LUSC
FZD6	RIMS2	1	LUSC
SLC25A32	TRIB1	1	BRCA
RIMS2	FXR1:ASAP1:PLCXD2	3	BRCA:STAD:LUSC
DCSTAMP	FHL1	1	SARC
DPYS	FZD6:VPS13B:TMEM68	3	BLCA:LUSC:PRAD
LRP12	ATAD2:MYO18A	2	LUAD:STAD
ZFPM2	ANKH:COX6C:ANGPT1:KCNB1:PABPC1:RRM2B:AZIN1:STAT3:TRAM1:ATAD2	10	SARC:BRCA:LAML:LGG:UCEC:PRAD:OV
AC021546.1	NCALD	1	OV
PRSS55	AGPAT5	1	PRAD
AC103853.1	MRPS28	1	BLCA
ZFPM2-AS1	PTK2:NCOA2:MEGF9	3	LUAD:SARC
RP1L1	PRSS51	1	STAD
OXR1	WARS2	1	BLCA
ANGPT1	ZC2HC1A:TPD52:PEAK1	3	BLCA:BRCA:UCEC
PINX1	PPP2R1A:TP63:C6orf106:AGAP1:COLEC11	5	OV:ESCA:STAD:SARC
RSPO2	RBM12B:EIF4G2	2	LUSC:PRAD
EIF3E	LRRC75A-AS1:PVT1:FZD6:RBM12B	4	LUSC:BLCA:STAD:ESCA
TMEM74	RUNX1T1	1	SARC
AC104248.1	EMC2:NDRG1:VPS13B:FZD6:EIF3E	5	PRAD:BRCA:BLCA
AC021237.1	SUSD5	1	KICH
ENY2	IGFBP7:ZFHX3	2	OV:PRAD
PKHD1L1	EBAG9	1	OV
EBAG9	NIPAL2	1	OV
SYBU	MBTD1:NCALD:KIAA1429	3	PRAD:BRCA:LGG
AC073023.1	TPD52	1	BRCA
AC025366.1	RUVBL1:NUDCD1:COMMD5	3	UCS:BRCA
LINC01609	PVT1	1	SARC
XKR6	PINX1	1	HNSC:LGG
AC022360.2	ARHGAP35	1	SARC
CSMD3	DGKI:SPIDR:BAALC-AS1:OXR1:NDUFB9	5	LGG:DLBC:BRCA:SARC
MTMR9	INTS9	1	STAD
AC064802.1	PHF20L1	1	BRCA
FAM167A-AS1	WARS	1	LUAD
BLK	XKR6:SPIDR	2	STAD:ESCA
LINC00536	TRPS1	1	BRCA
EIF3H	URI1:ZNF415:NUDCD1:UTP23:PPP2R2A:RP1	6	STAD:BRCA:SKCM
UTP23	WWP1:HK1:PTK2	3	SARC:BRCA:LUAD
RAD21	TRPS1:EIF3H	2	BRCA:LIHC
AARD	TRPS1:RIC1	2	BRCA:LUAD
SLC30A8	PTK2:PVT1	2	BRCA
AC027419.2	PVT1:PTK2	2	BRCA
GATA4	NCOR2:KIAA1456:FDFT1	3	LGG:LUSC:ESCA:BLCA
NEIL2	EXOSC4	1	MESO
EXT1	NSMCE2:ADGRB1:TMEM65:PVT1	4	SARC:LGG:LUSC
SAMD12	ASAP1:EXT1:YIF1B:SETD5	4	LUAD:LUSC:HNSC:BRCA
FDFT1	AGPAT5	1	STAD
TNFRSF11B	ANGPT1:PVT1:TMEM67	3	SARC:ESCA
COLEC10	BTBD10:MAL2	2	OV:UCEC
MAL2	SIRT1:ZNF503-AS2	2	BRCA
ENPP2	DEPTOR:NOV:HSD17B3:FGFR2:ATM	5	BRCA:ESCA:OV
TAF2	WWP1	1	STAD
DEFB135	SLC39A14	1	STAD
DEPTOR	NSMAF:MYO6:LRRFIP2:TRPS1	4	BRCA:UCEC:SKCM:LGG
COL14A1	MTBP:ATP11A:SAMD12:SPTBN2:CPQ	5	OV:MESO:STAD:BRCA:LUSC
MRPL13	TAF2:ASAP1:FAM49B	3	OV:BLCA
SNTB1	NSMCE2:SAMD12:NDRG1	3	BRCA:OV:LUAD
AC068413.1	TRIM37:MAL2	2	LGG:OV
HAS2-AS1	GRHL2	1	PRAD
AC104036.1	NSMCE2:PVT1	2	PRAD:UCEC
AC108136.1	E2F3	1	OV
LINC01151	ANXA11	1	OV
AC100872.1	ANXA11	1	OV
ZHX2	VAV3	1	BRCA
AC104316.2	SAMD12	1	LUAD
AC104316.1	ATAD2:ADCY8	2	BRCA:LGG
DERL1	TMLHE	1	ESCA
TBC1D31	UTRN	1	OV
FAM83A-AS1	FAM84B	1	PAAD
ZHX1-C8orf76	BARD1	1	OV
ATAD2	DERL1:C8orf76:ZHX1-C8orf76:ZHX1	4	STAD:BLCA:OV:LUAD:PRAD
WDYHV1	EXT1:ATAD2	2	BLCA:UCEC
FBXO32	MTSS1	1	LUSC
AC090193.1	FAM91A1	1	BRCA
ANXA13	ZFPM2:FBXO32:PVT1:SHANK2:AC110741.1	5	HNSC:BRCA:ESCA:LGG
FER1L6-AS2	SAMD12	1	BRCA
FER1L6	MYL5	1	OV
RNF139	PVT1:PTK2	2	PRAD:LUAD
TATDN1	PVT1:POP1:ERBB2:ATAD2:TMEM65	5	BRCA:LIHC:BLCA:PAAD:LUAD
NDUFB9	NSMCE2:MAP3K5	2	LUSC:PCPG
MTSS1	SLC35A4	1	MESO
LINC00964	ST14:NSMCE2:PVT1:SPECC1L	4	OV:COAD:PRAD:STAD:SKCM
SQLE	SPECC1L:PVT1:NSMCE2	3	SKCM:PRAD:LUSC
WASHC5	MTSS1:AC016831.1	2	LIHC:COAD
NSMCE2	PCNT:EEFSEC:AC091114.1:PVT1:HIRA:NCALD:TRIB1:ACOT7	8	SARC:BLCA:LIHC:STAD:LUSC:LUAD:BRCA
TRIB1	GATA4:PVT1	2	ESCA:LUAD:LUSC
AC016074.1	PVT1	1	ESCA
LINC00861	WWP1:LINC01470	2	LUAD:SKCM
AC084116.2	UBR5:ADIPOR2	2	BRCA:LUSC
AC084116.1	ADIPOR2	1	LUSC
AC084116.3	ADIPOR2:UBR5:RPS4Y1	3	LUSC:BRCA:STAD
FAM84B	TRPS1	1	BRCA
AC083923.2	PTK2:PPP1R42:PVT1:ASAP1:PDE7A	5	LUSC:HNSC:SARC
AC024382.1	KIAA1429	1	GBM
PCAT1	C1orf21:ATP11B:TVP23C-CDRT4:SLC14A2:NSMCE2:PVT1:AGO2	7	OV:LUSC:UCS:LUAD:KICH:BLCA:PAAD:ESCA
PCAT2	AP3M2	1	ESCA
CASC8	ASIC2:DCAF13:SAMD12:PCAT1:CASC19:CCAT1:PVT1:RPS4Y1:ATG5:FAM49B	10	STAD:BRCA:LUSC:BLCA:CESC:COAD:ESCA:HNSC:KIRC:UCEC:READ:PAAD
CASC21	PVT1	1	BRCA
LONRF1	XKR6	1	STAD
CASC11	FGGY:SULF2	2	LUSC:BRCA
MYC	SOCS1:ACPP:ARMT1:NDRG1:NDUFAF6:SLC30A4	6	DLBC:PRAD:STAD:UCEC
PVT1	KDM5B:CASC11:LINC01572:TMEM87B:B3GNT5:ATG5:AC083923.2:FAM49B:AEBP2:FBXW7:COL14A1:GOLGA7:PTK2:SLC30A4:ERBB2:LPP:ZNF521:SLC22A3:ING3	19	BLCA:BRCA:LUAD:ACC:LUSC:STAD:OV:PRAD:UCEC
LINC00681	DCP1A:XKR6:GATA4	3	LUAD:STAD
LINC00824	PVT1:ERICH1:CCAT1:PUM1	4	SKCM:ESCA:READ:BRCA
LINC00977	PTK2:ADAM9	2	BRCA
CCDC26	ATAD2:TRIB1	2	BRCA:LUSC
AC011257.1	IGFBP7-AS1:PVT1:FAM49B	3	LUSC:PRAD
AC022973.4	MBNL2:RERE:DEPTOR:RAB11FIP1	4	OV:UCEC:BRCA
FAM49B	NCOA2:TRAPPC9:STAG2:CYLD	4	UCEC:LUAD:SARC:PRAD
KIAA1456	TBL1XR1	1	HNSC
ASAP1	OXR1:PVT1:FAM49B:NSMCE2:SSH2	5	ESCA:LAML:CESC:STAD:BRCA:SKCM
AC090987.1	TATDN1:ASAP1	2	BRCA:PCPG
ADCY8	SCAF11:SERINC5:ASAP1:CSMD3	4	LUSC:BRCA:SARC
DLC1	ZBTB17:DOCK5:NSD3	3	UCEC:STAD
AC104257.1	ZNF704	1	LUAD
EFR3A	VPS13B	1	BRCA
OC90	NDRG1:EXT1:STAU2:CPQ	4	OV:LUAD:BRCA
AC100868.1	TATDN1:ZFAT:STAU2:TMEM64	4	BRCA:PRAD:LUAD
HHLA1	TMEM64:HAS2	2	LUAD
KCNQ3	ASAP1:EFR3A	2	OV:ESCA
LRRC6	KCNQ3:PGAP3:ANP32A:STAU2	4	THCA:BLCA:BRCA:GBM
TMEM71	MAEA	1	BRCA
PHF20L1	PVT1:EIF3E	2	BRCA:PRAD
TG	SAMD12:AGAP3:PLPP3:ECHDC2:SPIDR:TPO:WASHC5:FAM49B:MVB12B:MED27:PSAP:MTPN:CHD8:ZFAT	14	LUSC:BRCA:THCA:PRAD:LUAD:SKCM:SARC
SLA	TG:SPIDR	2	THCA:PRAD
ST3GAL1	MTSS1:PLXNB2	2	BRCA:CESC
ZFAT	LIG3:MFHAS1:EFR3A:COL22A1:NEO1	5	BRCA:STAD:LUAD:CESC:SARC
AC103764.1	KHDRBS3	1	BRCA
KHDRBS3	PDE4D:FHIT:PABPC1:ADI1:FNDC3B:KIAA1324L:TNKS:PVT1:PITPNC1	9	LUSC:DLBC:LGG:BRCA:LUAD:ESCA:OV
LINC02055	VPS13B	1	LUAD
AC046195.2	FAM135B	1	LGG
FAM135B	SORBS1	1	SARC
COL22A1	FMN1:SNTB1:ST3GAL1:TRAPPC9:TSNARE1:NSMCE2	6	COAD:BRCA:LUAD:SARC
KCNK9	PTK2	1	STAD
TRAPPC9	ASAP1:PTK2:GRHL2:LIMA1:LRP12:MROH1:KAT6A:RAB2A	8	SARC:SKCM:LUAD:BRCA:PRAD
AC021744.1	RPL38	1	PCPG
CHRAC1	TRPS1:AGO2:ZNF696	3	BRCA:PAAD:ESCA
AGO2	TRAPPC9	1	OV
PTK2	AGO2:DENND3:CCDC91:TRAPPC9:EXT1:PVT1	6	OV:GBM:BRCA:LUSC:STAD:SARC:HNSC
AC040970.1	AGO2:PTK2	2	LUSC:BRCA:OV:STAD:CESC
DENND3	PTK2:DCTN2:PTP4A3:DYRK1A	4	GBM:STAD:LGG:ESCA
SLC45A4	CNOT2:PTK2	2	BRCA:STAD:ESCA
PTP4A3	ABI1	1	LGG
TSNARE1	EXT1:PVT1:EEF1D	3	ESCA:PAAD:OV
ADGRB1	ABR:PTPN12	2	STAD:SKCM
LY6K	ZNF7	1	PRAD
AC108002.1	PTK2:DENND3	2	OV:STAD
THEM6	TG	1	THCA
LYNX1	TSNARE1	1	BRCA
GML	PUF60	1	LGG
AC105202.1	EBF3	1	SARC
LY6E	XPO6	1	OV
LY6L	PTP4A3	1	BRCA
LY6H	GPAT4	1	SKCM
SGCZ	VPS13B	1	LUAD
ZFP41	ZNF707	1	STAD
ZC3H3	SNHG22:EZH1:GRN	3	SKCM:OV:BLCA
AC067930.4	PTK2	1	UCEC
MROH6	ZC3H3:MINK1:LAMA5	3	STAD:COAD:READ
NAPRT	CLK1	1	ACC
EEF1D	ZC3H3:LRRC14	2	CESC:STAD
PYCR3	ZC3H3	1	LUSC
TSTA3	TRAPPC9:EEF1D:PTK2	3	BRCA:LUAD:OV
ZNF623	MROH1	1	LUAD
ZNF707	KHDRBS3:IQANK1:MROH1	3	BRCA:OV
MAPK15	MED25	1	BRCA
SCRIB	USP4:MROH6	2	COAD:LUSC
PUF60	SPIRE2:EEF1D	2	GBM:CESC
NRBP2	GRHL2:SCRIB	2	BRCA:LGG
PLEC	RAB11FIP3	1	UCEC
PARP10	TAOK1	1	BRCA
GRINA	GPAA1	1	READ
SPATC1	MROH1:PVT1	2	OV:SARC
GPAA1	MROH1:MFSD3	2	LUAD:HNSC
CYC1	MROH1	1	ACC:BRCA:OV
SHARPIN	TOP1MT:EEF1D	2	ESCA:OV:STAD
WDR97	PLEC:PCMTD1	2	ESCA:LUAD
HGH1	MROH1	1	LUSC
MROH1	NADK:C8orf31:NUDCD1:SCRIB	4	OV:STAD:LUAD:LUSC
BOP1	PLEC:TOP1MT	2	BRCA:SKCM
HSF1	AL162586.1:ADCK5:PDCD10	3	OV:SKCM:UCS
SLC52A2	PPP1R16A	1	ACC
ADCK5	ZNF7:PPP1R16A	2	ESCA:BRCA
SLC39A4	PIGN	1	STAD
VPS28	CPSF1	1	HNSC
TONSL	CPSF1	1	ACC
CYHR1	BOP1:EEF1D	2	OV:STAD
KIFC2	NPRL3	1	BLCA
FOXH1	F2	1	LIHC
PPP1R16A	VPS13B	1	BRCA
AC084125.2	ZC3H3	1	HNSC
LRRC14	CPQ	1	STAD
ARHGAP39	WDR82:ARFRP1:RAB10:CPSF1:GNB1	5	OV:COAD:BRCA:STAD
ZNF251	PUF60:ADAM32	2	BRCA
RPL8	EEF1A1	1	OV
COMMD5	ZC3H3	1	OV
ZNF250	LRIG2:SNTB1	2	ESCA:BLCA
ZNF16	ARHGAP39	1	STAD
DLGAP2	ATXN10:ARHGEF10:GPI	3	BRCA:LUAD
DLGAP2-AS1	WDFY2:KBTBD11-OT1	2	SARC:KIRC
TUSC3	SLC20A2	1	BRCA
MSR1	MYO6:KAT6A	2	BRCA
AC068992.1	G3BP1	1	OV
AC079193.2	LTBP1	1	BRCA
