Gene stable ID	Gene name	number_of_domains
ENSG00000112130	RNF8	2
ENSG00000112137	PHACTR1	4
ENSG00000112139	MDGA1	7
ENSG00000112144	ICK	1
ENSG00000112146	FBXO9	1
ENSG00000112149	CD83	1
ENSG00000112159	MDN1	8
ENSG00000112164	GLP1R	2
ENSG00000112167	SAYSD1	1
ENSG00000112175	BMP5	2
ENSG00000112182	BACH2	2
ENSG00000112183	RBM24	1
ENSG00000112186	CAP2	3
ENSG00000112195	TREML2	0
ENSG00000112200	ZNF451	1
ENSG00000112208	BAG2	0
ENSG00000112210	RAB23	1
ENSG00000112212	TSPO2	1
ENSG00000112214	FHL5	4
ENSG00000112218	GPR63	1
ENSG00000112232	KHDRBS2	3
ENSG00000112234	FBXL4	1
ENSG00000112237	CCNC	2
ENSG00000112238	PRDM13	0
ENSG00000112242	E2F3	2
ENSG00000112245	PTP4A1	1
ENSG00000112246	SIM1	4
ENSG00000112249	ASCC3	6
ENSG00000112273	HDGFL1	1
ENSG00000112276	BVES	1
ENSG00000112280	COL9A1	9
ENSG00000112282	MED23	1
ENSG00000112290	WASF1	1
ENSG00000112293	GPLD1	4
ENSG00000112294	ALDH5A1	1
ENSG00000112297	CRYBG1	7
ENSG00000112299	VNN1	1
ENSG00000112303	VNN2	1
ENSG00000112304	ACOT13	1
ENSG00000112305	SMAP1	1
ENSG00000112306	RPS12	1
ENSG00000112308	C6orf62	1
ENSG00000112309	B3GAT2	1
ENSG00000112312	GMNN	1
ENSG00000112319	EYA4	1
ENSG00000112320	SOBP	1
ENSG00000112333	NR2E1	2
ENSG00000112335	SNX3	1
ENSG00000112337	SLC17A2	1
ENSG00000112339	HBS1L	4
ENSG00000112343	TRIM38	4
ENSG00000112357	PEX7	4
ENSG00000112365	ZBTB24	4
ENSG00000112367	FIG4	1
ENSG00000112378	PERP	1
ENSG00000112379	ARFGEF3	2
ENSG00000112394	SLC16A10	1
ENSG00000112406	HECA	2
ENSG00000112414	ADGRG6	4
ENSG00000112419	PHACTR2	4
ENSG00000112425	EPM2A	2
ENSG00000112462	OR12D3	1
ENSG00000112473	SLC39A7	1
ENSG00000112486	CCR6	1
ENSG00000112494	UNC93A	1
ENSG00000112499	SLC22A2	1
ENSG00000112511	PHF1	2
ENSG00000112514	CUTA	1
ENSG00000112530	PACRG	2
ENSG00000112531	QKI	3
ENSG00000112539	C6orf118	1
ENSG00000112541	PDE10A	3
ENSG00000112559	MDFI	1
ENSG00000112561	TFEB	3
ENSG00000112562	SMOC2	5
ENSG00000112576	CCND3	2
ENSG00000112578	BYSL	1
ENSG00000112584	FAM120B	0
ENSG00000112592	TBP	2
ENSG00000112599	GUCA1B	2
ENSG00000112619	PRPH2	1
ENSG00000112624	BICRAL	1
ENSG00000112640	PPP2R5D	1
ENSG00000112651	MRPL2	2
ENSG00000112655	PTK7	8
ENSG00000112658	SRF	1
ENSG00000112659	CUL9	6
ENSG00000112667	DNPH1	1
ENSG00000112679	DUSP22	1
ENSG00000112685	EXOC2	2
ENSG00000112695	COX7A2	1
ENSG00000112697	TMEM30A	1
ENSG00000112699	GMDS	1
ENSG00000112701	SENP6	2
ENSG00000112706	IMPG1	2
ENSG00000112715	VEGFA	2
ENSG00000112739	PRPF4B	1
ENSG00000112742	TTK	1
ENSG00000112759	SLC29A1	1
ENSG00000112761	WISP3	2
ENSG00000112763	BTN2A1	3
ENSG00000112769	LAMA4	10
ENSG00000112773	FAM46A	1
ENSG00000112782	CLIC5	2
ENSG00000112787	FBRSL1	1
ENSG00000112796	ENPP5	1
ENSG00000112799	LY86	1
ENSG00000112812	PRSS16	2
ENSG00000112818	MEP1A	3
ENSG00000112837	TBX18	1
ENSG00000112851	ERBIN	5
ENSG00000112852	PCDHB2	7
ENSG00000112855	HARS2	2
ENSG00000112874	NUDT12	4
ENSG00000112877	CEP72	1
ENSG00000112893	MAN2A1	3
ENSG00000112902	SEMA5A	6
ENSG00000112936	C7	6
ENSG00000112941	PAPD7	2
ENSG00000112964	GHR	3
ENSG00000112972	HMGCS1	2
ENSG00000112977	DAP	2
ENSG00000112981	NME5	2
ENSG00000112983	BRD8	2
ENSG00000112984	KIF20A	1
ENSG00000112992	NNT	4
ENSG00000112996	MRPS30	1
ENSG00000113013	HSPA9	1
ENSG00000113048	MRPS27	1
ENSG00000113068	PFDN1	1
ENSG00000113070	HBEGF	1
ENSG00000113073	SLC4A9	4
ENSG00000113083	LOX	1
ENSG00000113088	GZMK	1
ENSG00000113100	CDH9	6
ENSG00000113108	APBB3	1
ENSG00000113119	TMCO6	1
ENSG00000113140	SPARC	3
ENSG00000113141	IK	2
ENSG00000113161	HMGCR	2
ENSG00000113163	COL4A3BP	2
ENSG00000113194	FAF2	2
ENSG00000113196	HAND1	1
ENSG00000113205	PCDHB3	7
ENSG00000113209	PCDHB5	7
ENSG00000113211	PCDHB6	7
ENSG00000113212	PCDHB7	7
ENSG00000113231	PDE8B	3
ENSG00000113240	CLK4	1
ENSG00000113248	PCDHB15	7
ENSG00000113249	HAVCR1	1
ENSG00000113262	GRM6	3
ENSG00000113263	ITK	5
ENSG00000113269	RNF130	2
ENSG00000113272	THG1L	2
ENSG00000113273	ARSB	1
ENSG00000113282	CLINT1	1
ENSG00000113296	THBS4	10
ENSG00000113300	CNOT6	2
ENSG00000113302	IL12B	1
ENSG00000113303	BTNL8	3
ENSG00000113312	TTC1	2
ENSG00000113318	MSH3	4
ENSG00000113319	RASGRF2	4
ENSG00000113327	GABRG2	2
ENSG00000113328	CCNG1	1
ENSG00000113356	POLR3G	1
ENSG00000113360	DROSHA	3
ENSG00000113361	CDH6	6
ENSG00000113368	LMNB1	2
ENSG00000113369	ARRDC3	2
ENSG00000113384	GOLPH3	1
ENSG00000113387	SUB1	1
ENSG00000113389	NPR3	1
ENSG00000113391	FAM172A	1
ENSG00000113396	SLC27A6	2
ENSG00000113407	TARS	4
ENSG00000113430	IRX4	1
ENSG00000113441	LNPEP	2
ENSG00000113448	PDE4D	1
ENSG00000113456	RAD1	1
ENSG00000113460	BRIX1	1
ENSG00000113492	AGXT2	1
ENSG00000113494	PRLR	1
ENSG00000113504	SLC12A7	5
ENSG00000113520	IL4	1
ENSG00000113522	RAD50	3
ENSG00000113525	IL5	1
ENSG00000113532	ST8SIA4	1
ENSG00000113552	GNPDA1	1
ENSG00000113555	PCDH12	6
ENSG00000113558	SKP1	2
ENSG00000113569	NUP155	2
ENSG00000113575	PPP2CA	1
ENSG00000113578	FGF1	1
ENSG00000113580	NR3C1	4
ENSG00000113583	C5orf15	0
ENSG00000113593	PPWD1	3
ENSG00000113594	LIFR	1
ENSG00000113595	TRIM23	3
ENSG00000113597	TRAPPC13	1
ENSG00000113600	C9	3
ENSG00000113615	SEC24A	5
ENSG00000113621	TXNDC15	1
ENSG00000113638	TTC33	0
ENSG00000113643	RARS	3
ENSG00000113645	WWC1	3
ENSG00000113648	H2AFY	3
ENSG00000113649	TCERG1	8
ENSG00000113657	DPYSL3	1
ENSG00000113658	SMAD5	2
ENSG00000113712	CSNK1A1	1
ENSG00000113716	HMGXB3	1
ENSG00000113719	ERGIC1	2
ENSG00000113721	PDGFRB	4
ENSG00000113722	CDX1	2
ENSG00000113732	ATP6V0E1	1
ENSG00000113734	BNIP1	1
ENSG00000113739	STC2	1
ENSG00000113742	CPEB4	2
ENSG00000113749	HRH2	1
ENSG00000113758	DBN1	1
ENSG00000113761	ZNF346	4
ENSG00000113763	UNC5A	4
ENSG00000113790	EHHADH	4
ENSG00000113805	CNTN3	10
ENSG00000113810	SMC4	2
ENSG00000113811	SELENOK	1
ENSG00000113812	ACTR8	2
ENSG00000113838	TBCCD1	1
ENSG00000113845	TIMMDC1	1
ENSG00000113851	CRBN	2
ENSG00000113889	KNG1	3
ENSG00000113905	HRG	1
ENSG00000113916	BCL6	3
ENSG00000113924	HGD	1
ENSG00000113946	CLDN16	1
ENSG00000113966	ARL6	1
ENSG00000113971	NPHP3	4
ENSG00000114013	CD86	2
ENSG00000114019	AMOTL2	1
ENSG00000114021	NIT2	1
ENSG00000114023	FAM162A	1
ENSG00000114026	OGG1	2
ENSG00000114030	KPNA1	10
ENSG00000114054	PCCB	2
ENSG00000114062	UBE3A	2
ENSG00000114098	ARMC8	1
ENSG00000114107	CEP70	0
ENSG00000114113	RBP2	1
ENSG00000114115	RBP1	1
ENSG00000114120	SLC25A36	3
ENSG00000114124	GRK7	2
ENSG00000114125	RNF7	1
ENSG00000114126	TFDP2	2
ENSG00000114127	XRN1	1
ENSG00000114166	KAT2B	3
ENSG00000114200	BCHE	2
ENSG00000114204	SERPINI2	1
ENSG00000114209	PDCD10	1
ENSG00000114248	LRRC31	1
ENSG00000114251	WNT5A	1
ENSG00000114268	PFKFB4	3
ENSG00000114270	COL7A1	26
ENSG00000114279	FGF12	1
ENSG00000114302	PRKAR2A	3
ENSG00000114315	HES1	2
ENSG00000114316	USP4	3
ENSG00000114331	ACAP2	4
ENSG00000114346	ECT2	3
ENSG00000114349	GNAT1	1
ENSG00000114353	GNAI2	1
ENSG00000114354	TFG	1
ENSG00000114374	USP9Y	1
ENSG00000114378	HYAL1	1
ENSG00000114383	TUSC2	1
ENSG00000114388	NPRL2	2
ENSG00000114391	RPL24	1
ENSG00000114395	CYB561D2	1
ENSG00000114405	C3orf14	1
ENSG00000114416	FXR1	8
ENSG00000114423	CBLB	4
ENSG00000114439	BBX	2
ENSG00000114446	IFT57	1
ENSG00000114450	GNB4	7
ENSG00000114455	HHLA2	3
ENSG00000114473	IQCG	1
ENSG00000114480	GBE1	3
ENSG00000114487	MORC1	2
ENSG00000114491	UMPS	2
ENSG00000114503	NCBP2	1
ENSG00000114520	SNX4	1
ENSG00000114529	C3orf52	0
ENSG00000114541	FRMD4B	4
ENSG00000114544	SLC41A3	2
ENSG00000114547	ROPN1B	0
ENSG00000114554	PLXNA1	8
ENSG00000114573	ATP6V1A	3
ENSG00000114626	ABTB1	3
ENSG00000114631	PODXL2	1
ENSG00000114638	UPK1B	1
ENSG00000114646	CSPG5	3
ENSG00000114648	KLHL18	8
ENSG00000114650	SCAP	2
ENSG00000114654	EFCC1	1
ENSG00000114656	KIAA1257	1
ENSG00000114670	NEK11	1
ENSG00000114686	MRPL3	2
ENSG00000114698	PLSCR4	1
ENSG00000114735	HEMK1	1
ENSG00000114737	CISH	2
ENSG00000114738	MAPKAPK3	1
ENSG00000114739	ACVR2B	2
ENSG00000114742	WDR48	5
ENSG00000114744	COMMD2	1
ENSG00000114745	GORASP1	1
ENSG00000114757	PEX5L	3
ENSG00000114767	RRP9	5
ENSG00000114770	ABCC5	4
ENSG00000114771	AADAC	2
ENSG00000114779	ABHD14B	1
ENSG00000114784	EIF1B	1
ENSG00000114786	ABHD14A-ACY1	3
ENSG00000114790	ARHGEF26	2
ENSG00000114796	KLHL24	7
ENSG00000114805	PLCH1	4
ENSG00000114812	VIPR1	2
ENSG00000114841	DNAH1	8
ENSG00000114850	SSR3	1
ENSG00000114853	ZBTB47	4
ENSG00000114854	TNNC1	2
ENSG00000114857	NKTR	1
ENSG00000114859	CLCN2	2
ENSG00000114861	FOXP1	2
ENSG00000114867	EIF4G1	3
ENSG00000114902	SPCS1	1
ENSG00000114904	NEK4	1
ENSG00000114923	SLC4A3	2
ENSG00000114933	INO80D	2
ENSG00000114942	EEF1B2	2
ENSG00000114948	ADAM23	4
ENSG00000114956	DGUOK	1
ENSG00000114978	MOB1A	1
ENSG00000114982	KANSL3	0
ENSG00000114988	LMAN2L	1
ENSG00000114993	RTKN	2
ENSG00000114999	TTL	1
ENSG00000115008	IL1A	2
ENSG00000115009	CCL20	1
ENSG00000115020	PIKFYVE	5
ENSG00000115041	KCNIP3	2
ENSG00000115042	FAHD2A	1
ENSG00000115053	NCL	4
ENSG00000115073	ACTR1B	1
ENSG00000115084	SLC35F5	1
ENSG00000115085	ZAP70	3
ENSG00000115091	ACTR3	2
ENSG00000115107	STEAP3	2
ENSG00000115109	EPB41L5	4
ENSG00000115112	TFCP2L1	1
ENSG00000115128	SF3B6	1
ENSG00000115129	TP53I3	2
ENSG00000115137	DNAJC27	2
ENSG00000115138	POMC	5
ENSG00000115145	STAM2	3
ENSG00000115155	OTOF	9
ENSG00000115159	GPD2	3
ENSG00000115163	CENPA	2
ENSG00000115165	CYTIP	1
ENSG00000115170	ACVR1	3
ENSG00000115183	TANC1	3
ENSG00000115194	SLC30A3	1
ENSG00000115204	MPV17	1
ENSG00000115207	GTF3C2	1
ENSG00000115211	EIF2B4	1
ENSG00000115216	NRBP1	1
ENSG00000115221	ITGB6	6
ENSG00000115226	FNDC4	1
ENSG00000115232	ITGA4	3
ENSG00000115233	PSMD14	2
ENSG00000115234	SNX17	1
ENSG00000115239	ASB3	4
ENSG00000115241	PPM1G	2
ENSG00000115252	PDE1A	2
ENSG00000115255	REEP6	1
ENSG00000115257	PCSK4	3
ENSG00000115263	GCG	3
ENSG00000115266	APC2	11
ENSG00000115267	IFIH1	5
ENSG00000115268	RPS15	1
ENSG00000115271	GCA	2
ENSG00000115274	INO80B	2
ENSG00000115275	MOGS	2
ENSG00000115282	TTC31	1
ENSG00000115286	NDUFS7	1
ENSG00000115289	PCGF1	2
ENSG00000115290	GRB14	4
ENSG00000115295	CLIP4	4
ENSG00000115297	TLX2	1
ENSG00000115306	SPTBN1	20
ENSG00000115307	AUP1	1
ENSG00000115310	RTN4	1
ENSG00000115317	HTRA2	2
ENSG00000115318	LOXL3	5
ENSG00000115325	DOK1	2
ENSG00000115339	GALNT3	2
ENSG00000115350	POLE4	1
ENSG00000115353	TACR1	1
ENSG00000115355	CCDC88A	1
ENSG00000115361	ACADL	3
ENSG00000115363	EVA1A	1
ENSG00000115364	MRPL19	1
ENSG00000115365	LANCL1	1
ENSG00000115368	WDR75	2
ENSG00000115380	EFEMP1	5
ENSG00000115386	REG1A	1
ENSG00000115392	FANCL	3
ENSG00000115414	FN1	31
ENSG00000115415	STAT1	5
ENSG00000115419	GLS	2
ENSG00000115421	PAPOLG	4
ENSG00000115423	DNAH6	8
ENSG00000115425	PECR	1
ENSG00000115446	UNC50	2
ENSG00000115457	IGFBP2	2
ENSG00000115459	ELMOD3	1
ENSG00000115461	IGFBP5	2
ENSG00000115464	USP34	1
ENSG00000115468	EFHD1	1
ENSG00000115474	KCNJ13	1
ENSG00000115484	CCT4	1
ENSG00000115486	GGCX	1
ENSG00000115488	NEU2	1
ENSG00000115504	EHBP1	3
ENSG00000115507	OTX1	2
ENSG00000115514	TXNDC9	1
ENSG00000115520	COQ10B	1
ENSG00000115523	GNLY	1
ENSG00000115524	SF3B1	1
ENSG00000115525	ST3GAL5	2
ENSG00000115526	CHST10	1
ENSG00000115539	PDCL3	1
ENSG00000115540	MOB4	1
ENSG00000115541	HSPE1	1
ENSG00000115548	KDM3A	1
ENSG00000115556	PLCD4	6
ENSG00000115561	CHMP3	1
ENSG00000115568	ZNF142	1
ENSG00000115590	IL1R2	1
ENSG00000115592	PRKAG3	3
ENSG00000115593	SMYD1	2
ENSG00000115594	IL1R1	3
ENSG00000115596	WNT6	1
ENSG00000115598	IL1RL2	3
ENSG00000115602	IL1RL1	2
ENSG00000115604	IL18R1	1
ENSG00000115607	IL18RAP	3
ENSG00000115616	SLC9A2	2
ENSG00000115641	FHL2	4
ENSG00000115648	MLPH	2
ENSG00000115649	CNPPD1	1
ENSG00000115652	UXS1	2
ENSG00000115657	ABCB6	3
ENSG00000115661	STK16	1
ENSG00000115665	SLC5A7	1
ENSG00000115677	HDLBP	14
ENSG00000115685	PPP1R7	2
ENSG00000115687	PASK	4
ENSG00000115694	STK25	1
ENSG00000115705	TPO	4
ENSG00000115718	PROC	4
ENSG00000115738	ID2	1
ENSG00000115750	TAF1B	1
ENSG00000115756	HPCAL1	2
ENSG00000115758	ODC1	2
ENSG00000115760	BIRC6	3
ENSG00000115761	NOL10	1
ENSG00000115762	PLEKHB2	1
ENSG00000115806	GORASP2	1
ENSG00000115808	STRN	6
ENSG00000115816	CEBPZ	1
ENSG00000115825	PRKD3	4
ENSG00000115827	DCAF17	2
ENSG00000115828	QPCT	1
ENSG00000115839	RAB3GAP1	1
ENSG00000115840	SLC25A12	3
ENSG00000115841	RMDN2	0
ENSG00000115844	DLX2	2
ENSG00000115850	LCT	4
ENSG00000115866	DARS	2
ENSG00000115875	SRSF7	2
ENSG00000115884	SDC1	1
ENSG00000115896	PLCL1	5
ENSG00000115902	SLC1A4	2
ENSG00000115904	SOS1	5
ENSG00000115919	KYNU	1
ENSG00000115935	WIPF1	1
ENSG00000115942	ORC2	1
ENSG00000115944	COX7A2L	1
ENSG00000115946	PNO1	0
ENSG00000115947	ORC4	2
ENSG00000115956	PLEK	3
ENSG00000115963	RND3	1
ENSG00000115966	ATF2	1
ENSG00000115970	THADA	1
ENSG00000115977	AAK1	1
ENSG00000115993	TRAK2	2
ENSG00000115998	C2orf42	1
ENSG00000116001	TIA1	3
ENSG00000116005	PCYOX1	2
ENSG00000116014	KISS1R	1
ENSG00000116016	EPAS1	4
ENSG00000116017	ARID3A	1
ENSG00000116030	SUMO1	1
ENSG00000116031	CD207	1
ENSG00000116032	GRIN3B	2
ENSG00000116035	VAX2	1
ENSG00000116039	ATP6V1B1	2
ENSG00000116044	NFE2L2	1
ENSG00000116062	MSH6	6
ENSG00000116095	PLEKHA3	1
ENSG00000116096	SPR	1
ENSG00000116106	EPHA4	6
ENSG00000116117	PARD3B	3
ENSG00000116120	FARSB	2
ENSG00000116127	ALMS1	1
ENSG00000116128	BCL9	1
ENSG00000116132	PRRX1	2
ENSG00000116133	DHCR24	1
ENSG00000116138	DNAJC16	2
ENSG00000116141	MARK1	3
ENSG00000116147	TNR	11
ENSG00000116151	MORN1	8
ENSG00000116157	GPX7	1
ENSG00000116161	CACYBP	3
ENSG00000116171	SCP2	3
ENSG00000116176	TPSG1	1
ENSG00000116183	PAPPA2	5
ENSG00000116191	RALGPS2	2
ENSG00000116194	ANGPTL1	1
ENSG00000116198	CEP104	0
ENSG00000116199	FAM20B	1
ENSG00000116205	TCEANC2	1
ENSG00000116209	TMEM59	1
ENSG00000116212	LRRC42	3
ENSG00000116213	WRAP73	1
ENSG00000116218	NPHS2	1
ENSG00000116221	MRPL37	1
ENSG00000116237	ICMT	1
ENSG00000116251	RPL22	1
ENSG00000116254	CHD5	9
ENSG00000116260	QSOX1	2
ENSG00000116266	STXBP3	1
ENSG00000116273	PHF13	1
ENSG00000116285	ERRFI1	1
ENSG00000116288	PARK7	1
ENSG00000116299	KIAA1324	0
ENSG00000116329	OPRD1	2
ENSG00000116337	AMPD2	1
ENSG00000116350	SRSF4	2
ENSG00000116353	MECR	2
ENSG00000116396	KCNC4	3
ENSG00000116406	EDEM3	2
ENSG00000116455	WDR77	1
ENSG00000116459	ATP5F1	1
ENSG00000116473	RAP1A	1
ENSG00000116478	HDAC1	1
ENSG00000116489	CAPZA1	1
ENSG00000116497	S100PBP	1
ENSG00000116514	RNF19B	2
ENSG00000116521	SCAMP3	1
ENSG00000116525	TRIM62	4
ENSG00000116539	ASH1L	3
ENSG00000116544	DLGAP3	1
ENSG00000116560	SFPQ	3
ENSG00000116574	RHOU	1
ENSG00000116580	GON4L	1
ENSG00000116584	ARHGEF2	1
ENSG00000116586	LAMTOR2	1
ENSG00000116604	MEF2D	2
ENSG00000116641	DOCK7	3
ENSG00000116649	SRM	2
ENSG00000116661	FBXO2	2
ENSG00000116663	FBXO6	3
ENSG00000116667	C1orf21	1
ENSG00000116668	SWT1	1
ENSG00000116670	MAD2L2	1
ENSG00000116675	DNAJC6	2
ENSG00000116678	LEPR	1
ENSG00000116679	IVNS1ABP	8
ENSG00000116685	KIAA2013	1
ENSG00000116688	MFN2	2
ENSG00000116690	PRG4	3
ENSG00000116691	MIIP	1
ENSG00000116698	SMG7	2
ENSG00000116701	NCF2	5
ENSG00000116703	PDC	1
ENSG00000116704	SLC35D1	1
ENSG00000116711	PLA2G4A	2
ENSG00000116717	GADD45A	1
ENSG00000116721	PRAMEF1	0
ENSG00000116726	PRAMEF12	0
ENSG00000116729	WLS	1
ENSG00000116731	PRDM2	3
ENSG00000116741	RGS2	1
ENSG00000116745	RPE65	1
ENSG00000116747	TROVE2	1
ENSG00000116748	AMPD1	1
ENSG00000116750	UCHL5	1
ENSG00000116752	BCAS2	1
ENSG00000116754	SRSF11	1
ENSG00000116761	CTH	2
ENSG00000116771	AGMAT	1
ENSG00000116774	OLFML3	1
ENSG00000116783	TNNI3K	4
ENSG00000116785	CFHR3	4
ENSG00000116786	PLEKHM2	2
ENSG00000116791	CRYZ	3
ENSG00000116793	PHTF1	2
ENSG00000116809	ZBTB17	7
ENSG00000116815	CD58	0
ENSG00000116819	TFAP2E	1
ENSG00000116824	CD2	2
ENSG00000116830	TTF2	3
ENSG00000116833	NR5A2	2
ENSG00000116852	KIF21B	5
ENSG00000116857	TMEM9	1
ENSG00000116863	ADPRHL2	1
ENSG00000116871	MAP7D1	1
ENSG00000116874	WARS2	1
ENSG00000116882	HAO2	2
ENSG00000116885	OSCP1	1
ENSG00000116898	MRPS15	1
ENSG00000116903	EXOC8	2
ENSG00000116906	GNPAT	1
ENSG00000116918	TSNAX	1
ENSG00000116922	C1orf109	1
ENSG00000116954	RRAGC	1
ENSG00000116957	TBCE	3
ENSG00000116962	NID1	10
ENSG00000116977	LGALS8	2
ENSG00000116981	NT5C1A	1
ENSG00000116983	HPCAL4	2
ENSG00000116984	MTR	5
ENSG00000116985	BMP8B	2
ENSG00000116990	MYCL	3
ENSG00000116991	SIPA1L2	2
ENSG00000116996	ZP4	2
ENSG00000117000	RLF	0
ENSG00000117009	KMO	1
ENSG00000117010	ZNF684	6
ENSG00000117013	KCNQ4	2
ENSG00000117016	RIMS3	1
ENSG00000117020	AKT3	3
ENSG00000117036	ETV3	1
ENSG00000117054	ACADM	4
ENSG00000117069	ST6GALNAC5	1
ENSG00000117090	SLAMF1	1
ENSG00000117091	CD48	2
ENSG00000117114	ADGRL2	8
ENSG00000117115	PADI2	3
ENSG00000117118	SDHB	2
ENSG00000117122	MFAP2	2
ENSG00000117133	RPF1	1
ENSG00000117139	KDM5B	8
ENSG00000117143	UAP1	1
ENSG00000117148	ACTL8	1
ENSG00000117151	CTBS	1
ENSG00000117152	RGS4	1
ENSG00000117153	KLHL12	8
ENSG00000117154	IGSF21	1
ENSG00000117155	SSX2IP	1
ENSG00000117174	ZNHIT6	1
ENSG00000117215	PLA2G2D	1
ENSG00000117222	RBBP5	1
ENSG00000117226	GBP3	2
ENSG00000117228	GBP1	2
ENSG00000117245	KIF17	1
ENSG00000117262	GPR89A	2
ENSG00000117266	CDK18	1
ENSG00000117280	RAB29	2
ENSG00000117281	CD160	0
ENSG00000117298	ECE1	2
ENSG00000117305	HMGCL	1
ENSG00000117308	GALE	1
ENSG00000117318	ID3	1
ENSG00000117322	CR2	14
ENSG00000117335	CD46	4
ENSG00000117360	PRPF3	3
ENSG00000117362	APH1A	2
ENSG00000117385	P3H1	1
ENSG00000117394	SLC2A1	1
ENSG00000117395	EBNA1BP2	1
ENSG00000117399	CDC20	5
ENSG00000117400	MPL	2
ENSG00000117407	ARTN	1
ENSG00000117408	IPO13	2
ENSG00000117410	ATP6V0B	2
ENSG00000117411	B4GALT2	2
ENSG00000117419	ERI3	1
ENSG00000117425	PTCH2	2
ENSG00000117448	AKR1A1	1
ENSG00000117450	PRDX1	2
ENSG00000117461	PIK3R3	3
ENSG00000117472	TSPAN1	1
ENSG00000117475	BLZF1	1
ENSG00000117477	CCDC181	0
ENSG00000117479	SLC19A2	2
ENSG00000117480	FAAH	1
ENSG00000117481	NSUN4	1
ENSG00000117500	TMED5	1
ENSG00000117501	MROH9	0
ENSG00000117505	DR1	1
ENSG00000117519	CNN3	4
ENSG00000117523	PRRC2C	1
ENSG00000117525	F3	2
ENSG00000117528	ABCD3	2
ENSG00000117533	VAMP4	1
ENSG00000117543	DPH5	1
ENSG00000117560	FASLG	1
ENSG00000117569	PTBP2	3
ENSG00000117586	TNFSF4	0
ENSG00000117592	PRDX6	2
ENSG00000117593	DARS2	3
ENSG00000117594	HSD11B1	1
ENSG00000117595	IRF6	2
ENSG00000117597	DIEXF	1
ENSG00000117598	PLPPR5	1
ENSG00000117600	PLPPR4	1
ENSG00000117601	SERPINC1	2
ENSG00000117602	RCAN3	1
ENSG00000117614	SYF2	1
ENSG00000117616	RSRP1	1
ENSG00000117620	SLC35A3	2
ENSG00000117625	RCOR3	3
ENSG00000117632	STMN1	1
ENSG00000117640	MTFR1L	1
ENSG00000117643	MAN1C1	1
ENSG00000117650	NEK2	1
ENSG00000117676	RPS6KA1	3
ENSG00000117682	DHDDS	2
ENSG00000117691	NENF	1
ENSG00000117697	NSL1	1
ENSG00000117707	PROX1	1
ENSG00000117713	ARID1A	2
ENSG00000117724	CENPF	5
ENSG00000117748	RPA2	1
ENSG00000117751	PPP1R8	1
ENSG00000117758	STX12	2
ENSG00000117791	MARC2	2
ENSG00000117834	SLC5A9	2
ENSG00000117859	OSBPL9	2
ENSG00000117862	TXNDC12	1
ENSG00000117868	ESYT2	4
ENSG00000117877	CD3EAP	1
ENSG00000117899	MESDC2	1
ENSG00000117906	RCN2	3
ENSG00000117971	CHRNB4	2
ENSG00000117983	MUC5B	18
ENSG00000117984	CTSD	2
ENSG00000118004	COLEC11	3
ENSG00000118007	STAG1	1
ENSG00000118017	A4GNT	2
ENSG00000118046	STK11	1
ENSG00000118058	KMT2A	7
ENSG00000118094	TREH	2
ENSG00000118096	IFT46	1
ENSG00000118113	MMP8	5
ENSG00000118137	APOA1	1
ENSG00000118156	ZNF541	3
ENSG00000118160	SLC8A2	5
ENSG00000118162	KPTN	0
ENSG00000118181	RPS25	1
ENSG00000118193	KIF14	3
ENSG00000118194	TNNT2	2
ENSG00000118197	DDX59	3
ENSG00000118200	CAMSAP2	3
ENSG00000118217	ATF6	1
ENSG00000118231	CRYGD	2
ENSG00000118242	MREG	1
ENSG00000118245	TNP1	1
ENSG00000118246	FASTKD2	3
ENSG00000118257	NRP2	6
ENSG00000118260	CREB1	2
ENSG00000118263	KLF7	2
ENSG00000118271	TTR	1
ENSG00000118276	B4GALT6	2
ENSG00000118292	C1orf54	1
ENSG00000118298	CA14	1
ENSG00000118307	CASC1	1
ENSG00000118308	LRMP	3
ENSG00000118322	ATP10B	4
ENSG00000118363	SPCS2	1
ENSG00000118369	USP35	1
ENSG00000118402	ELOVL4	1
ENSG00000118407	FILIP1	1
ENSG00000118412	CASP8AP2	0
ENSG00000118418	HMGN3	1
ENSG00000118420	UBE3D	1
ENSG00000118432	CNR1	1
ENSG00000118434	SPACA1	0
ENSG00000118454	ANKRD13C	2
ENSG00000118473	SGIP1	1
ENSG00000118482	PHF3	3
ENSG00000118491	ZC2HC1B	2
ENSG00000118492	ADGB	1
ENSG00000118495	PLAGL1	2
ENSG00000118496	FBXO30	2
ENSG00000118503	TNFAIP3	5
ENSG00000118507	AKAP7	2
ENSG00000118508	RAB32	1
ENSG00000118513	MYB	5
ENSG00000118514	ALDH8A1	1
ENSG00000118515	SGK1	2
ENSG00000118518	RNF146	2
ENSG00000118520	ARG1	1
ENSG00000118523	CTGF	4
ENSG00000118526	TCF21	1
ENSG00000118557	PMFBP1	0
ENSG00000118564	FBXL5	4
ENSG00000118579	MED28	1
ENSG00000118596	SLC16A7	1
ENSG00000118600	TMEM5	1
ENSG00000118620	ZNF430	4
ENSG00000118640	VAMP8	1
ENSG00000118655	DCLRE1B	1
ENSG00000118680	MYL12B	2
ENSG00000118689	FOXO3	3
ENSG00000118690	ARMC2	0
ENSG00000118702	GHRH	1
ENSG00000118705	RPN2	2
ENSG00000118707	TGIF2	1
ENSG00000118729	CASQ2	1
