Cancer,TCGA_barcode,Gene_A,Gene_B,Chr_A,Chr_B,Strand_A,Strand_B,Discordant_Pairs,JSR,perfect_JSR,Evalue,Junction_A,Junction_B,Tier,Frame,TN,WGS_validation,Centrality,liftover_pos1,liftover_pos2
BLCA,XF-A9T4-01A,RUSC2,SHB,9,9,1,-1,3,5,5,0.56,35490169,38016128,tier1,5UTR-CDS,15198,NA,NA,35490172,38016131
BLCA,XF-A9T4-01A,ZCCHC7,TEK,9,9,1,1,28,27,24,0.44,37126939,27197313,tier1,In-frame,20172,NA,NA,37126942,27197315
BLCA,XF-A9T5-01A,CD74,CD40,5,20,-1,1,2,21,8,0.008,149781200,44754189,tier3,NA,3288,NA,0.38008,150401637,46125550
BLCA,XF-A9T8-01A,RASAL2,ANKRD45,1,1,1,-1,7,3,1,1.9,178359341,173628572,tier2,CDS-5UTR,14364,NA,NA,178390206,173659433
BLCA,XF-AAMG-01A,RNF19A,ANKRD46,8,8,-1,-1,4,3,3,1.8,101299729,101542088,tier1,CDS-5UTR,14799,NA,NA,100287501,100529860
BLCA,XF-AAMG-01A,TSPAN13,BZW2,7,7,1,1,33,40,34,0.48,16793655,16734459,tier1,In-frame,18786,NA,NA,16754030,16694834
BLCA,XF-AAMG-01A,SYNJ2,SCN11A,6,3,1,-1,6,2,2,0.49,158483196,38962746,tier1,Out-of-frame,17256,NA,NA,158062164,38921255
BLCA,XF-AAMG-01A,VEGFA,HIST1H4H,6,6,1,-1,85,65,61,0.13,43746655,26281815,tier1,CDS-3UTR,19543,NA,NA,43778918,26281587
BLCA,XF-AAMJ-01A,DNM2,RFX2,19,19,1,-1,27,8,6,0.068,10916643,5997224,tier1,Out-of-frame,4986,NA,0.38133,10805967,5997213
BLCA,XF-AAMJ-01A,LARGE,KCNJ4,22,22,-1,-1,2,2,1,0.027,34000421,38824176,tier3,CDS-5UTR,9228,NA,0.35999,33604435,38428171
BLCA,XF-AAML-01A,MKRN2,PPARG,3,3,1,1,19,8,8,0.2,12598675,12353879,tier1,CDS-5UTR,10438,NA,0.38552,12557176,12312380
BLCA,XF-AAML-01A,RNF111,AQP9,15,15,1,1,10,1,1,0.62,59280267,58458872,tier3,5UTR-CDS,14729,NA,NA,58988068,58166673
BLCA,XF-AAML-01A,ZC3H7A,GSPT1,16,16,-1,-1,56,42,38,0.081,11868092,11976952,tier1,In-frame,20149,NA,NA,11774236,11883095
BLCA,XF-AAML-01A,LRP5,RBFOX1,11,16,1,1,4,6,3,2.6,68125315,6704604,tier1,CDS-5UTR,9535,NA,0.36875,68357847,6654603
BLCA,XF-AAML-01A,PPME1,KANK1,11,9,1,1,5,6,6,0.66,73882567,676890,tier1,CDS-5UTR,13329,NA,0.35184,74171522,676890
BLCA,XF-AAML-01A,USP7,SMARCA2,16,9,-1,1,4,7,6,0.32,9057064,2161686,tier1,Out-of-frame,19431,NA,NA,8963207,2161686
BLCA,XF-AAML-01A,VPS72,GABPB2,1,1,-1,1,13,14,12,0.49,151150477,151060666,tier1,Out-of-frame,19670,NA,NA,151178001,151088190
BLCA,XF-AAMQ-01A,MATN2,SFMBT1,8,3,1,-1,3,6,6,0.65,98900470,52950230,tier1,Out-of-frame,10033,NA,0.36601,97888242,52916214
BLCA,XF-AAMQ-01A,RAD51B,SMOC1,14,14,1,1,4,4,3,4.1,68934967,70459134,tier1,In-frame,14173,NA,NA,68468250,69992417
BLCA,XF-AAMQ-01A,SHANK2,ANO1,11,11,-1,1,4,10,10,1.5,70331419,70003053,tier1,Out-of-frame,15847,NA,NA,70485314,70156947
BLCA,XF-AAMQ-01A,SHROOM2,FRMPD4,X,X,1,1,2,4,4,0.015,9912953,12724945,tier4,In-frame,15897,NA,NA,9944913,12706826
BLCA,XF-AAMT-01A,RAB35,GCN1L1,12,12,-1,-1,27,28,24,0.26,120546221,120587847,tier1,In-frame,14076,NA,NA,120108417,120150043
BLCA,XF-AAMT-01A,HNRNPUL1,CNN1,19,19,1,1,48,20,18,0.006,41800591,11651891,tier1,In-frame,7911,NA,0.37877,41294686,11541076
BLCA,XF-AAMT-01A,MAST4,ST8SIA4,5,5,1,-1,4,6,6,1.4,66429474,100192100,tier1,Out-of-frame,10031,NA,0.35325,67133646,100856396
BLCA,XF-AAMT-01A,SMYD2,PTP4A1,1,6,1,1,4,2,2,0.95,214454770,64286341,tier1,CDS-5UTR,16462,NA,NA,214281427,63576436
BLCA,XF-AAMW-01A,C14orf93,TIMM9,14,14,-1,-1,2,11,11,1.4,23479310,58878689,tier2,5UTR-5UTR,2466,NA,NA,23010101,58411971
BLCA,XF-AAMW-01A,CCDC88C,KIAA0247,14,14,-1,1,4,3,3,0.41,91875003,70125230,tier1,CDS-5UTR,3185,NA,0.33738,91408659,69658513
BLCA,XF-AAMW-01A,CDKN2A,EXD2,9,14,-1,1,5,4,4,1.8,21974677,69695533,tier1,CDS-5UTR,3464,NA,0.36964,21974678,69228816
BLCA,XF-AAMW-01A,FAM179B,STYX,14,14,1,1,2,2,2,1.1,45433670,53211570,tier2,In-frame,6111,NA,0.35066,44964467,52744852
BLCA,XF-AAMW-01A,HNRNPC,PAPOLA,14,14,-1,1,31,11,11,0.06,21737457,97022184,tier1,5UTR-CDS,7889,NA,0.37752,21269298,96555847
BLCA,XF-AAMW-01A,MAP4K5,ADCK1,14,14,-1,1,2,1,1,1.2,50971518,78353434,tier2,Out-of-frame,9913,NA,0.38158,50504800,77887091
BLCA,XF-AAMW-01A,MARK3,BAG5,14,14,1,-1,4,3,2,2.2,103934523,104027529,tier1,CDS-5UTR,10004,NA,0.38136,103468186,103561192
BLCA,XF-AAMW-01A,MTHFD1,PAPLN,14,14,1,1,28,9,7,0.73,64855186,73711352,tier1,Out-of-frame,10793,NA,0.36028,64388468,73244644
BLCA,XF-AAMW-01A,P2RY6,MRPS35,11,12,1,1,5,4,3,100,72975694,27890472,tier1,5UTR-CDS,12132,NA,0.34768,73264649,27737539
BLCA,XF-AAMW-01A,PPP4R4,MYH6,14,14,1,-1,2,2,2,2.9,94642464,23855340,tier2,Out-of-frame,13443,NA,0.3551,94176127,23386131
BLCA,XF-AAMW-01A,SYNE2,ATG2B,14,14,1,-1,9,4,4,0.061,64498075,96761897,tier1,In-frame,17243,NA,NA,64031357,96295560
BLCA,XF-AAMW-01A,TFIP11,IL17RA,22,22,-1,1,4,4,4,1.1,26906030,17577952,tier1,Out-of-frame,17725,NA,NA,26510064,17097062
BLCA,XF-AAMW-01A,TSPO,PRR5,22,22,1,1,4,12,12,0.27,43547610,45121124,tier1,5UTR-CDS,18820,NA,NA,43151604,44725244
BLCA,XF-AAMW-01A,UBAP2,LINGO2,9,9,-1,-1,7,4,3,0.13,33932560,27950704,tier1,CDS-5UTR,19044,NA,NA,33932562,27950706
BLCA,XF-AAMX-01A,FGFR3,TACC3,4,4,1,1,666,620,589,0.12,1795770,1746245,tier1,Out-of-frame,6509,NA,0.38077,1794043,1744518
BLCA,XF-AAMX-01A,PLEKHA5,PIK3C2G,12,12,1,1,4,5,4,0.32,19489550,18715637,tier1,Out-of-frame,13002,NA,0.35795,19336616,18562703
BLCA,XF-AAMX-01A,TNRC6B,FAM83F,22,22,1,1,13,7,4,0.39,40441002,40415172,tier1,5UTR-CDS,18394,NA,NA,40044998,40019168
BLCA,XF-AAMX-01A,UBTD2,SH3PXD2B,5,5,-1,-1,21,11,11,0.92,171710600,171752384,tier1,Out-of-frame,19159,NA,NA,172283596,172325380
BLCA,XF-AAMX-01A,ARL13B,EPHA6,3,3,1,1,9,9,9,1.9,93722752,96728848,tier1,Out-of-frame,1394,NA,0.36831,94003908,97010004
BLCA,XF-AAMX-01A,BDH1,C7orf60,3,7,-1,-1,7,3,3,0.041,197273232,112472730,tier1,In-frame,2066,NA,NA,197546361,112832675
BLCA,XF-AAMX-01A,CAMSAP1,C9orf86,9,9,-1,1,24,24,20,3.3,138798846,139717977,tier1,In-frame,2935,NA,NA,135907000,136823525
BLCA,XF-AAMX-01A,CPD,PDE4D,17,5,1,-1,6,6,5,0.22,28770989,58511794,tier1,In-frame,4110,NA,0.36934,30443971,59215968
BLCA,XF-AAMX-01A,DCAF6,BCAS3,1,17,1,1,15,15,15,1.5,167974031,58987893,tier1,Out-of-frame,4577,NA,0.33323,168004793,60910532
BLCA,XF-AAMX-01A,FOXK2,C17orf101,17,17,1,-1,28,29,27,3,80478183,80367286,tier1,In-frame,6656,NA,NA,82520307,82409410
BLCA,XF-AAMX-01A,FREM1,UNC13B,9,9,-1,1,6,3,3,0.19,14909912,35228012,tier1,5UTR-CDS,6713,NA,0.3695,14909914,35228015
BLCA,XF-AAMX-01A,MAPKBP1,VPS39,15,15,1,-1,10,5,5,0.36,42092112,42455926,tier1,Out-of-frame,9972,NA,0.36538,41799914,42163728
BLCA,XF-AAMX-01A,MIPOL1,KIAA0391,14,14,1,1,3,3,3,0.055,37777724,35735933,tier1,In-frame,10381,NA,0.33749,37308519,35266727
BLCA,XF-AAMX-01A,PPFIBP1,CACNA1C,12,12,1,1,7,2,2,0.8,27677298,2690756,tier1,5UTR-CDS,13283,NA,0.37096,27524365,2581590
BLCA,XF-AAMX-01A,SLC16A6,CA4,17,17,-1,1,2,1,1,0.54,66268780,58232675,tier2,In-frame,16032,NA,NA,68272639,60155314
BLCA,XF-AAMY-01A,ASH1L,UBQLN4,1,1,-1,-1,7,5,5,1.5,155531944,156021648,tier1,5UTR-CDS,1530,NA,0.37296,155562153,156051857
BLCA,XF-AAMY-01A,TSEN2,SYN2,3,3,1,1,8,11,11,0.24,12538053,12224812,tier2,Out-of-frame,18765,NA,NA,12496554,12183312
BLCA,XF-AAMY-01A,CACNA1I,FBXW5,22,9,1,-1,17,18,13,0.019,40078666,139835623,tier1,Out-of-frame,2864,NA,0.36968,39682661,136941171
BLCA,XF-AAMY-01A,NIPAL3,PPP4R1,1,18,1,-1,9,2,1,0.22,24790610,9547950,tier2,In-frame,11550,NA,0.35484,24464120,9547952
BLCA,XF-AAMY-01A,R3HDM2,ZNF385A,12,12,-1,-1,39,20,17,0.009,57704047,54769738,tier1,In-frame,14034,NA,NA,57310264,54375954
BLCA,XF-AAMZ-01A,FGFR3,TACC3,4,4,1,1,474,393,365,0.12,1808661,1741429,tier4,In-frame,6510,NA,0.38077,1806934,1739702
BLCA,XF-AAMZ-01A,SAP30BP,MYO15B,17,17,1,1,8,7,5,0.02,73667943,73615761,tier1,CDS-5UTR,15307,NA,NA,75671863,75619681
BLCA,XF-AAMZ-01A,HAUS8,CARS,19,11,-1,-1,4,1,1,1.7,17179841,3040497,tier4,In-frame,7596,NA,0.35067,17069031,3019267
BLCA,XF-AAMZ-01A,MYO10,PFDN2,5,1,-1,-1,98,55,50,0.67,16711017,161072165,tier1,In-frame,10943,NA,0.37256,16710908,161102375
BLCA,XF-AAMZ-01A,TM2D2,GOT1L1,8,8,-1,-1,2,5,5,0.58,38851064,37792733,tier2,In-frame,17863,NA,NA,38993545,37935215
BLCA,XF-AAMZ-01A,YWHAZ,GAL,8,11,-1,1,183,182,170,0.008,101964157,68452392,tier1,5UTR-CDS,20060,NA,NA,100951929,68684924
BLCA,XF-AAN0-01A,TRIB1,SAE1,8,19,1,1,6,17,17,4,126443504,47706928,tier1,Out-of-frame,18604,NA,NA,125431262,47203671
BLCA,XF-AAN2-01A,LARGE,SLC5A4,22,22,-1,-1,2,1,1,1.1,34252728,32631080,tier3,5UTR-CDS,9229,NA,0.34228,33856740,32235093
BLCA,XF-AAN4-01A,ATP11B,NET1,3,10,1,1,4,12,11,0.25,182616560,5493793,tier1,In-frame,1682,NA,0.36114,182898772,5451830
BLCA,XF-AAN5-01A,AC008073.6,UBXN2A,2,2,1,1,2,2,2,0.29,24369956,24181171,tier2,CDS-5UTR,150,NA,0.33588,24147086,23958301
BLCA,XF-AAN7-01A,CDKAL1,RP1-139D8.6,6,6,1,1,4,1,1,0.77,21000603,42130658,tier2,Out-of-frame,3457,NA,0.33317,21000372,42162920
BLCA,XF-AAN7-01A,LDLRAD3,PAMR1,11,11,1,-1,4,5,5,1.5,35965694,35463241,tier1,In-frame,9278,NA,0.33244,35944144,35441693
BLCA,YC-A89H-01A,ASPH,TACC1,8,8,-1,1,7,1,1,0.12,62531537,38599869,tier2,CDS-5UTR,1543,NA,0.36377,61618978,38742351
BLCA,YC-A89H-01A,MAPRE1,UQCC,20,20,1,-1,6,15,15,0.34,31413854,33935075,tier1,Out-of-frame,9975,NA,0.36531,32826048,35347272
BLCA,YF-AA3L-01A,NUMB,TTLL5,14,14,-1,1,4,4,4,3,73759442,76286350,tier1,In-frame,11904,NA,0.36557,73292734,75820007
BLCA,ZF-A9R1-01A,ITGB6,RBMS1,2,2,-1,-1,3,11,10,0.71,160998493,161143595,tier1,Out-of-frame,8415,NA,0.37156,160141982,160287084
BLCA,ZF-A9R3-01A,KIF1B,NF1,1,17,1,1,9,13,11,0.032,10403345,29683478,tier1,In-frame,8962,NA,0.37819,10343287,31356460
BLCA,ZF-A9R3-01A,RASSF8,CMAS,12,12,1,1,21,15,14,1.2,26112081,22215215,tier2,5UTR-CDS,14390,NA,NA,25959148,22062281
BLCA,ZF-A9R5-01A,AC011498.1,CHAF1A,19,19,1,1,50,30,28,0.006,4475580,4442242,tier1,In-frame,168,NA,0.35594,4475583,4442245
BLCA,ZF-A9R9-01A,MAN2B1,RTBDN,19,19,-1,-1,42,45,42,0.82,12760727,12937685,tier1,In-frame,9818,NA,0.34349,12649913,12826871
BLCA,ZF-A9RC-01A,FRS2,BEST3,12,12,1,-1,18,6,3,0.02,69925836,70037567,tier1,5UTR-CDS,6742,NA,0.37743,69532056,69643787
BLCA,ZF-A9RD-01A,JUP,ACLY,17,17,-1,-1,25,20,18,6.6,39942840,40035177,tier1,5UTR-CDS,8506,NA,0.37499,41786588,41878924
BLCA,ZF-A9RD-01A,KDM4A,PTPRF,1,1,1,1,5,2,2,1.2,44115923,44086509,tier1,5UTR-CDS,8664,NA,0.37646,43650252,43620838
BLCA,ZF-A9RD-01A,SEMA4C,FAM178B,2,2,-1,-1,2,1,1,0.36,97529419,97544230,tier3,In-frame,15562,NA,NA,96863682,96878493
BLCA,ZF-A9RD-01A,SMCHD1,NDC80,18,18,1,1,66,56,5,0.67,2656260,2599018,tier1,In-frame,16404,NA,NA,2656261,2599019
BLCA,ZF-A9RE-01A,BPTF,TTYH2,17,17,1,1,3,6,6,1.5,65822453,72227027,tier1,Out-of-frame,2174,NA,0.35925,67826337,74230888
BLCA,ZF-A9RE-01A,PTEN,RNLS,10,10,1,-1,13,33,31,0.026,89693008,90045263,tier1,In-frame,13760,NA,0.37436,87933251,88285506
BLCA,ZF-A9RF-01A,CDKAL1,LIG1,6,19,1,-1,8,3,3,0.14,20649608,48634428,tier1,Out-of-frame,3454,NA,0.36272,20649377,48131171
BLCA,ZF-A9RF-01A,WDYHV1,WISP2,8,20,1,1,2,1,1,100,124429172,43355728,tier2,Out-of-frame,19825,NA,NA,123416932,44727087
BLCA,ZF-A9RL-01A,FAM164A,ANGPT1,8,8,1,-1,4,5,5,0.057,79610748,108276579,tier1,In-frame,6076,NA,0.37078,78698513,107264351
BLCA,ZF-A9RL-01A,IFT52,MXRA8,20,1,1,-1,7,6,6,0.57,42225162,1292084,tier1,Out-of-frame,8073,NA,0.34417,43596522,1356704
BLCA,ZF-A9RL-01A,PAG1,KIAA1429,8,8,-1,-1,7,3,3,0.084,81942231,95527179,tier1,5UTR-CDS,12191,NA,0.3626,81029996,94514951
BLCA,ZF-A9RL-01A,USP31,RHD,16,1,-1,1,25,4,4,1.1,23113640,25611064,tier1,In-frame,19349,NA,NA,23102319,25284573
BLCA,ZF-A9RM-01A,UNC45A,MAN2A2,15,15,1,1,5,2,2,0.89,91486312,91448481,tier1,Out-of-frame,19248,NA,NA,90943082,90905251
BLCA,ZF-A9RM-01A,MED13L,WSCD2,12,12,-1,1,32,11,10,1.6,116675273,108618516,tier1,In-frame,10190,NA,0.35838,116237468,108224739
BLCA,ZF-A9RM-01A,NLK,SMURF2,17,17,1,-1,2,1,1,0.16,26370357,62542456,tier3,Out-of-frame,11606,NA,0.38402,28043331,64546338
BLCA,ZF-A9RN-01A,PTPRK,POPDC3,6,6,-1,-1,5,7,6,0.29,128718711,105610035,tier1,CDS-5UTR,13885,NA,NA,128397566,105162160
BLCA,ZF-A9RN-01A,RNF111,SLTM,15,15,1,-1,5,5,4,0.25,59359282,59193486,tier1,In-frame,14732,NA,NA,59067083,58901287
BLCA,ZF-AA4N-01A,USP4,CCDC13,3,3,-1,-1,4,6,6,1.2,49348053,42799843,tier1,CDS-5UTR,19386,NA,NA,49310620,42758351
BLCA,ZF-AA4T-01A,AKAP13,ADAMTSL3,15,15,1,1,2,2,2,0.29,85924029,84651025,tier2,5UTR-CDS,725,NA,0.38347,85380798,83982273
BLCA,ZF-AA4T-01A,AP002478.1,TAF3,18,10,1,1,19,6,6,0.002,3594482,8005883,tier2,5UTR-CDS,1055,NA,0.34816,3594484,7963920
BLCA,ZF-AA4T-01A,CDK12,IKZF3,17,17,1,-1,48,50,48,0.067,37657692,37988404,tier2,Out-of-frame,3405,NA,0.3724,39501439,39832151
BLCA,ZF-AA4T-01A,CDK12,PLXDC1,17,17,1,-1,9,6,5,0.15,37619370,37265644,tier1,Out-of-frame,3408,NA,0.341,39463117,39109391
BLCA,ZF-AA4T-01A,IKZF3,SRCIN1,17,17,-1,-1,17,12,11,0.7,37985640,36735044,tier1,In-frame,8154,NA,0.3724,39829387,38578791
BLCA,ZF-AA4T-01A,LIPG,UCMA,18,10,1,-1,27,15,15,1.5,47095918,13275800,tier1,In-frame,9368,NA,0.33889,49569548,13233800
BLCA,ZF-AA4T-01A,MYO5B,DCC,18,18,-1,1,3,2,2,0.27,47721137,50278424,tier1,Out-of-frame,10992,NA,0.37979,50194767,52752054
BLCA,ZF-AA4T-01A,PTPN4,LCT,2,2,1,-1,8,4,4,0.66,120567567,136590760,tier1,Out-of-frame,13838,NA,0.36904,119809991,135833190
BLCA,ZF-AA4T-01A,WDR6,CPNE8,3,12,1,-1,10,12,12,0.55,49044964,39047872,tier1,Out-of-frame,19794,NA,NA,49007531,38654070
BLCA,ZF-AA4U-01A,LGR5,CNOT2,12,12,1,1,36,40,37,0.018,71928966,70747609,tier1,Out-of-frame,9313,NA,0.35445,71535186,70353829
BLCA,ZF-AA4U-01A,LGR5,PTPRR,12,12,1,-1,5,3,2,0.004,71898465,71286757,tier1,Out-of-frame,9316,NA,0.37575,71504685,70892977
BLCA,ZF-AA4U-01A,TBC1D15,CPSF6,12,12,1,1,8,8,8,0.11,72312328,69663292,tier1,CDS-3UTR,17454,NA,NA,71918548,69269512
BLCA,ZF-AA4V-01A,NIPBL,MRPS30,5,5,1,1,4,4,4,0.004,36877280,44811111,tier1,5UTR-CDS,11560,NA,0.34229,36877178,44811009
BLCA,ZF-AA4X-01A,PTK7,GNMT,6,6,1,1,2,1,1,0.56,43044305,42929950,tier4,Out-of-frame,13795,NA,0.36906,43076567,42962212
BLCA,ZF-AA51-01A,CLIP1,ZCCHC8,12,12,-1,-1,3,2,2,0.92,122907068,122967242,tier1,5UTR-5UTR,3804,NA,0.36067,122422521,122482695
BLCA,ZF-AA51-01A,ITGB6,RBMS1,2,2,-1,-1,2,15,13,0.71,161025723,161133894,tier2,In-frame,8416,NA,0.37156,160169212,160277383
BLCA,ZF-AA51-01A,MARK2,C11orf84,11,11,1,1,9,10,10,0.097,63607032,63585277,tier1,Out-of-frame,10000,NA,NA,63839560,63817805
BLCA,ZF-AA51-01A,PTPN6,LRRC23,12,12,1,1,6,4,4,1.7,7061340,7014749,tier1,CDS-5UTR,13840,NA,0.38165,6952177,6905585
BLCA,ZF-AA51-01A,DNM2,ARHGAP25,19,2,1,1,2,2,2,0.004,10829079,69002353,tier2,Out-of-frame,4968,NA,0.37765,10718403,68775221
BLCA,ZF-AA51-01A,SRP68,CDK3,17,17,-1,1,21,12,12,0.49,74042119,74001379,tier1,In-frame,16857,NA,NA,76046038,76005298
BLCA,ZF-AA53-01A,KIF26B,SMYD3,1,1,1,-1,3,1,1,1.4,245319985,246093239,tier4,In-frame,8997,NA,0.35543,245156683,245929937
BLCA,ZF-AA58-01A,ABHD16A,VARS,6,6,-1,-1,6,8,7,4.2,31668719,31763027,tier1,CDS-5UTR,91,NA,0.34837,31700942,31795250
BLCA,ZF-AA58-01A,FBXO17,OSBPL6,19,2,-1,1,34,32,28,0.56,39466226,179259040,tier1,5UTR-CDS,6339,NA,0.35765,38975586,178394313
BLCA,ZF-AA58-01A,PALLD,TMEM53,4,1,1,-1,63,27,27,0.043,169753322,45125967,tier1,5UTR-CDS,12224,NA,0.35421,168832171,44660295
BLCA,ZF-AA58-01A,SAMD4B,FBXO27,19,19,1,-1,10,11,8,0.11,39847729,39522893,tier1,CDS-5UTR,15292,NA,NA,39357089,39032253
BLCA,ZF-AA5H-01A,C19orf42,CACNA1A,19,19,-1,-1,22,25,24,3,16770206,13366073,tier1,Out-of-frame,2576,NA,NA,16659395,13255259
BLCA,ZF-AA5H-01A,CBX3,CDK14,7,7,1,1,8,53,50,0.032,26251376,90836480,tier1,CDS-3UTR,3085,NA,0.36803,26211756,91207165
BLCA,ZF-AA5H-01A,CDK13,DDX56,7,7,1,-1,37,30,30,2.1,40041630,44609727,tier1,Out-of-frame,3414,NA,0.35552,40002031,44570128
BLCA,ZF-AA5H-01A,COG5,FOXP1,7,3,-1,-1,3,4,4,0.39,107188556,71542706,tier1,CDS-5UTR,3977,NA,0.3559,107548111,71493555
BLCA,ZF-AA5H-01A,RALA,CAMK2B,7,7,1,-1,170,146,138,0.46,39663424,44260500,tier1,5UTR-CDS,14214,NA,NA,39623825,44220901
BLCA,ZF-AA5P-01A,DCAF8,FCRLA,1,1,-1,1,20,14,12,0.34,160231075,161682875,tier1,5UTR-CDS,4586,NA,0.33132,160261285,161713085
BLCA,ZF-AA5P-01A,MAN1A1,IFNGR2,6,21,-1,1,2,5,5,0.032,119623153,34851105,tier3,NA,9799,NA,0.36345,119301988,33478798
BLCA,ZF-AA5P-01A,NFE2L2,AGPS,2,2,-1,1,5,2,2,0.065,178128165,178386057,tier1,NA,11455,NA,0.36951,177263437,177521329
BLCA,ZF-AA5P-01A,PPP1R12A,LIN7A,12,12,-1,-1,2,3,3,0.36,80214554,81283148,tier3,In-frame,13351,NA,0.38015,79820774,80889369
BRCA,3C-AAAU-01A,MDM2,NUP107,12,12,1,1,72,28,28,0.006,69229764,69113121,tier1,In-frame,10125,NA,0.38075,68835984,68719341
BRCA,3C-AAAU-01A,SIN3A,CSPG4,15,15,-1,-1,3,3,2,0.047,75743764,75985574,tier1,5UTR-CDS,15932,NA,NA,75451423,75693233
BRCA,3C-AAAU-01A,CCDC158,MSRB3,4,12,-1,1,2,2,2,2,77288447,65847508,tier2,Out-of-frame,3127,NA,0.32745,76367294,65453728
BRCA,3C-AAAU-01A,CNOT2,SRGAP1,12,12,1,1,14,12,12,0.12,70713144,64377727,tier1,In-frame,3935,NA,0.3766,70319364,63983947
BRCA,3C-AAAU-01A,DPY19L2,MRPL1,12,4,-1,1,4,3,3,0.21,64061837,78870951,tier1,Out-of-frame,5090,NA,0.3419,63668057,77949797
BRCA,3C-AAAU-01A,G3BP2,PTPN1,4,20,-1,1,4,7,6,0.61,76649460,49177900,tier1,5UTR-CDS,6878,NA,0.38438,75724276,50561363
BRCA,3C-AAAU-01A,GAB2,CHKA,11,11,-1,-1,77,58,56,0.045,78075062,67821514,tier1,NA,6881,NA,0.38649,78364016,68054047
BRCA,3C-AAAU-01A,LEMD3,RASSF6,12,4,1,-1,4,4,4,0.29,65637249,74459310,tier1,Out-of-frame,9289,NA,0.36395,65243469,73593593
BRCA,3C-AAAU-01A,PC,MS4A4E,11,11,-1,-1,2,1,1,0.004,66719901,59997544,tier2,5UTR-5UTR,12359,NA,0.3404,66952430,60230071
BRCA,3C-AAAU-01A,PPFIA1,MS4A5,11,11,1,1,32,31,30,0.46,70222706,60215122,tier4,In-frame,13256,NA,0.36254,70376600,60447649
BRCA,3C-AAAU-01A,RASSF6,LEMD3,4,12,-1,1,6,7,6,0.29,74459168,65639449,tier2,In-frame,14388,NA,NA,73593451,65245669
BRCA,3C-AALI-01A,MGAT4A,C2orf55,2,2,-1,-1,10,7,7,1.2,99342702,99463273,tier1,CDS-5UTR,10305,NA,NA,98726239,98846810
BRCA,3C-AALI-01A,ACACA,TANC2,17,17,-1,1,2,5,2,0.03,35454765,61345109,tier2,Out-of-frame,236,NA,0.37112,37097830,63267748
BRCA,3C-AALI-01A,ARSG,CDK12,17,17,1,1,2,6,6,0.3,66352945,37667782,tier3,In-frame,1465,NA,0.32575,68356804,39511529
BRCA,3C-AALI-01A,BPTF,PLXDC1,17,17,1,-1,7,10,7,0.059,65962772,37243955,tier1,In-frame,2170,NA,0.36106,67966656,39087702
BRCA,3C-AALI-01A,CDK12,AC103810.1,17,17,1,-1,9,11,11,0.13,37619370,62825367,tier1,CDS-5UTR,3400,NA,0,39463117,64829249
BRCA,3C-AALI-01A,CDK12,FAM20A,17,17,1,-1,19,9,9,0.36,37628016,66551884,tier1,In-frame,3403,NA,0.33511,39471763,68555743
BRCA,3C-AALI-01A,CWC25,PRKAR1A,17,17,-1,1,16,15,13,0.31,36981419,66511535,tier1,CDS-5UTR,4465,NA,0.37003,38825166,68515394
BRCA,3C-AALI-01A,CWC25,SLC35B1,17,17,-1,-1,56,64,57,0.7,36981419,47783696,tier1,Out-of-frame,4466,NA,0.33347,38825166,49706334
BRCA,3C-AALI-01A,FBXL20,CEP95,17,17,-1,1,5,4,4,1,37557614,62521888,tier1,In-frame,6304,NA,0.33249,39401361,64525770
BRCA,3C-AALI-01A,FBXL20,PITPNC1,17,17,-1,1,18,22,21,0.78,37557614,65688688,tier1,In-frame,6318,NA,0.35346,39401361,67692572
BRCA,3C-AALI-01A,HELZ,TAF15,17,17,-1,1,20,18,16,3.7,65124767,34144720,tier1,Out-of-frame,7697,NA,0.37421,67128651,35817716
BRCA,3C-AALI-01A,IKZF3,PNMT,17,17,-1,1,305,498,461,0.4,38020373,37825882,tier4,In-frame,8153,NA,0.37384,39864120,39669629
BRCA,3C-AALI-01A,PITPNC1,IKZF3,17,17,1,-1,7,7,7,2.5,65374318,37988404,tier1,Out-of-frame,12889,NA,0.37544,67378202,39832151
BRCA,3C-AALI-01A,PRKCA,RGS9,17,17,1,1,57,27,27,6.2,64637584,63221120,tier1,Out-of-frame,13549,NA,0.38365,66641466,65225002
BRCA,3C-AALI-01A,SAMD14,DDX42,17,17,-1,1,4,4,4,0.18,48202281,61892923,tier1,Out-of-frame,15287,NA,NA,50124917,63815563
BRCA,3C-AALI-01A,SDF2,MSI2,17,17,-1,1,2,6,5,0.11,26982305,55334459,tier3,Out-of-frame,15481,NA,NA,28655287,57257098
BRCA,3C-AALI-01A,STARD3,FAM20A,17,17,1,-1,12,16,14,0.12,37793484,66548092,tier1,5UTR-CDS,17004,NA,NA,39637231,68551951
BRCA,3C-AALI-01A,STARD3,FBXL20,17,17,1,-1,10,10,10,1,37817338,37459892,tier1,In-frame,17005,NA,NA,39661085,39303639
BRCA,3C-AALI-01A,TEX2,ACSF2,17,17,-1,1,4,5,5,0.01,62248460,48538038,tier4,Out-of-frame,17682,NA,NA,64171100,50460677
BRCA,3C-AALI-01A,TUBD1,TIAF1,17,17,-1,-1,7,19,19,2.8,57970058,27401932,tier4,5UTR-5UTR,18936,NA,NA,59892697,29074914
BRCA,3C-AALI-01A,UBE2Z,MRPL45,17,17,1,1,11,18,18,0.66,46990383,36462500,tier1,In-frame,19100,NA,NA,48913021,38306533
